,sentences
2202,Two patients who got CSJ148 and 1 patient who got the placebo left the trial because of an adverse event.
2204,Adverse events during this trial CSJ148 (out of 65 patients) Placebo (out of 21 patients) Total (out of 86 patients) How many patients had adverse events?
2205,65 (100.0%) 21 (100.0%) 86 (100.0%) How many patients had serious adverse events?
2206,46 (70.8%) 15 (71.4%) 61 (70.9%) How many patients left the trial because of adverse events?
2207,2 (3.1%) 1 (4.8%) 3 (3.5%) Did any patients have serious adverse events?
2208,A total of 25.6% patients died during or after the trial.
2209,This was 22 out of 86 patients.
2210,The causes of death were complications from the stem cell transplants.
2211,"Most deaths occurred after the treatment period, or Day 99."
2212,The trial doctors did not think any of the deaths were related to CSJ148 treatment.
2213,The most common serious adverse event was severe graft versus host disease.
2214,This disease happens when the transplanted stem cells attack the body soon after the transplant.
2215,The trial doctors did not think this serious adverse event was related to the trial drugs.
2216,This is a common serious adverse event after a stem cell transplant.
2217,The table on the next page shows the most common serious adverse events that happened in more than 5.0% of patients.
2218,7 Clinical Trial Results Most common serious adverse events in this trial Serious adverse event CSJ148 (out of 65 patients) Placebo (out of 21 patients) Total (out of 86 patients) Acute graft versus host disease (when the transplanted stem cells attack the body soon after transplant) 9 (13.8%) 2 (9.5%) 11 (12.8%) Fever with low white blood cell count 8 (12.3%) 1 (4.8%) 9 (10.5%) Pneumonia (lung infection) 5 (7.7%) 1 (4.8%) 6 (7.0%) Organ damage caused by infection 4 (6.2%) 2 (9.5%) 6 (7.0%) Recurring acute myeloid leukemia (a blood cancer) 4 (6.2%) 2 (9.5%) 6 (7.0%) Sudden kidney failure 4 (6.2%) 1 (4.8%) 5 (5.8%) What were the most common adverse events?
2219,Nausea and diarrhea were the most common adverse events.
2220,The table below shows the most common adverse events that happened in 30.0% or more of patients.
2221,"Most common adverse events in this trial Adverse event CSJ148 (out of 65 patients) Placebo (out of 21 patients) Total (out of 86 patients) Nausea 46 (70.8%) 14 (66.7%) 60 (69.8%) Diarrhea 44 (67.7%) 12 (57.1%) 56 (65.1%) Vomiting 38 (58.5%) 14 (66.7%) 52 (60.5%) Mouth sores 36 (55.4%) 15 (71.4%) 51 (59.3%) Fever with normal blood cell count 38 (58.5%) 11 (52.4%) 49 (57.0%) Fever with low white blood cell count 29 (44.6%) 11 (52.4%) 40 (46.5%) Decreased appetite 27 (41.5%) 7 (33.3%) 34 (39.5%) Cough 25 (38.5%) 9 (42.9%) 34 (39.5%) Rash 24 (36.9%) 7 (33.3%) 31 (36.0%) Headache 24 (36.9%) 6 (28.6%) 30 (34.9%) High blood pressure 23 (35.4%) 5 (23.8%) 28 (32.6%) Constipation 19 (29.2%) 8 (38.1%) 27 (31.4%) For more information about the adverse events in this trial, please see the scientific summary that can be found on the websites noted at the end of the summary."
2223,Clinical trial patients help researchers answer important health questions and test new medical treatments.
2227,The information described above helped researchers better understand if CSJ148 helps prevent HCMV disease in patients with the virus.
2236,"After agreeing to enter the Novartis website, type CCSJ148X2201 into the keyword search box and click Search ."
2239,ClinicalTrials.gov (.
2240,- National Clinical Trial # NCT02268526 ClinicalTrialsRegister.eu (.
2241,"- EudraCT # 2014-002150-39 If more clinical trials are planned, they will be listed on the above public websites or www.novartisclinicaltrials.com."
2242,Search for CSJ148 .
2243,"Short Trial Title: Efficacy and Safety Study of CSJ148 in Stem Cell Transplant Patients Full Trial Title: A multi-center, randomized, double-blind, placebo controlled, study to evaluate the efficacy and safety of CSJ148 compared to placebo to prevent human cytomegalovirus (HCMV) replication in stem cell transplant patients ."
2250,"Thank you for taking part in the clinical trial for the drug CDZ173, also called leniolisib."
2251,"You and all of the patients helped researchers learn more about how CDZ173 works in people with primary Sj gren s syndrome, also called PSS."
2255,"If you participated in the trial and have questions about the results, please speak with the trial doctor or staff at your trial site."
2257,You were in the trial for about 5 months.
2258,"But, the entire trial took almost 1 year to finish."
2259,This is because the patients started and stopped at different times.
2260,The trial started in June 2016 and ended in May 2017.
2261,The trial included 30 patients in Germany and Hungary.
2267,This information is important to know before other trials can be done that help find out if CDZ173 improves the health of people with PSS.
2272,Doctors and researchers do not know the cause of PSS.
2273,"The trial drug, CDZ173, was designed to lower the activity of the immune system by blocking immune cells called B-cells."
2274,The researchers in this trial wanted to learn if CDZ173 can help reduce symptoms of PSS.
2275,"Research Sponsor: Novartis Drug Studied: CDZ173 Protocol #: CCDZ173X2203 Clinical Trial Results 1 2 Clinical Trial Results In this trial, the researchers wanted to find out how CDZ173 works in a small number of patients with PSS."
2276,"To find this out, the researchers compared CDZ173 with a placebo."
2279,The main questions the researchers wanted to answer in this trial were: Did CDZ173 decrease the patients main PSS symptoms?
2280,Did CDZ173 change other aspects of the patients PSS?
2281,How much CDZ173 got into the patients blood?
2285,The patients in this trial were 26 to 72 years old.
2287,"This means none of the patients, doctors, trial staff, or sponsor staff knew what treatment each patient took."
2290,"When the trial ended, the research sponsor found out which treatment the patients took so they could create a report of the trial results."
2295,"Before treatment started, the trial doctors did tests and checked the health of the patients to make sure the patients could take part in the trial."
2296,"The patients gave blood, urine, and saliva samples."
2297,They also filled out 3 questionnaires about their PSS symptoms.
2299,"During treatment, the patients took the treatment twice a day for 12 weeks."
2301,The patients took capsules of either 70 mg of CDZ173 or the placebo by mouth.
2302,The patients visited their trial site 6 times during treatment.
2303,"To check the patients health and PSS symptoms, the trial staff: examined the PSS symptoms and heart health of the patients asked the patients about their PSS symptoms and how PSS was affecting their lives took blood, urine, and saliva samples asked the patients how they were feeling and about any other medicines they were taking 3 Clinical Trial Results The trial doctors used different types of questionnaires to learn about the PSS symptoms of each patient."
2304,"Four weeks after treatment, the patients had their final visit at their trial site."
2305,The trial doctors checked the overall health and heart health of the patients.
2307,"The patients gave more blood, urine, and saliva samples."
2309,During treatment 20 patients took CDZ173 twice a day 10 patients took the placebo twice a day After treatment The patients visited their trial site 4 weeks after their final dose Up to 4 weeks Before treatment 30 patients joined the trial 12 weeks 4 weeks What were the results of the trial?
2314,Always talk to your doctor before making any changes to your medicines or treatment plans.
2315,Did CDZ173 decrease the patients main PSS symptoms?
2316,"After 12 weeks of treatment, CDZ173 slightly decreased the patients main PSS symptoms."
2317,"But, this difference was too small for the researchers to know if it was caused by the trial drug."
2318,The researchers wanted to know if CDZ173 decreased the patients main PSS symptoms.
2319,"To find out, the trial doctors used questions from the EULAR Sj gren s Syndrome Patient Reported Index, also called the ESSPRI."
2320,"The patients filled out the ESSPRI before, during, and after treatment."
2321,The ESSPRI is a questionnaire that measures how severe patients main PSS symptoms are.
2322,"The patients in this trial scored their tiredness, pain, and dryness symptoms each on a scale from 0 to 10."
2323,Lower scores meant that the symptoms were less severe.
2324,"After 12 weeks of treatment, the researchers found that on average: The main symptoms of the patients who took CDZ173 were decreased by 1.8 points."
2325,The main symptoms of the patients who took the placebo were decreased by 0.7 points.
2326,4 Clinical Trial Results The chart below shows the change in the patients ESSPRI scores.
2327,1.8 points decrease Change in patients ESSPRI scores C ha ng e in p oi nt s CDZ173 4 3 2 1 0 5 0.7 points decrease Placebo Did CDZ173 change other aspects of the patients PSS?
2328,"Overall, there were changes to other aspects of the patients PSS in both the CDZ173 and placebo treatment groups."
2329,The researchers found that the patients in both treatment groups showed a slight decrease in their PSS symptoms based on each of these questionnaires.
2331,The researchers wanted to know if CDZ173 changed the patients symptoms.
2332,They also wanted to know if the patients PSS changed throughout the trial.
2333,"To find out, they used 5 other questionnaires."
2334,The table below shows the questionnaires that were used in the trial.
2335,"Name Description Completed by EULAR Sj gren s Syndrome Disease Activity Index (also called the ESSDAI) Measured how severe the patients PSS was during the trial Trial doctor 36-Item Short Form Health Survey (also called the SF-36) Measured the patients physical, emotional, and social well-being Patient Multidimensional Fatigue Inventory (also called the MFI) Measured the patients tiredness Patient Visual Analog Scale (also called the VAS) Measured the patients overall health Trial doctor and patient (2 versions) 5 Clinical Trial Results The patients got these questionnaires before, during, and after treatment."
2336,The scores from these questionnaires helped the researchers learn how the patients symptoms and PSS changed throughout the trial.
2338,"To find out how much CDZ173 got into the patients blood, the trial doctors took blood samples throughout the trial."
2339,The researchers learned that in the patients who took CDZ173: CDZ173 took an average of 1 hour to reach its highest amount in the blood.
2340,CDZ173 reached steady and expected levels in the blood.
2341,This information is important because it helps the researchers decide when a dose should be given and what dose is safe and effective for patients.
2345,"An adverse event is considered serious when it is life-threatening, causes lasting problems, or the patient needs hospital care."
2351,6 Clinical Trial Results How many patients had adverse events?
2352,Most of the patients in this trial had adverse events.
2353,"Compared to the patients who took the placebo, more patients who took CDZ173 stopped taking the trial drug because of an adverse event."
2354,One patient left the trial because of an adverse event.
2356,Adverse events during this trial CDZ173 (Out of 20 patients) Placebo (Out of 10 patients) Total (Out of 30 patients) How many patients in this trial had adverse events?
2357,100.0% (20) 80.0% (8) 93.3% (28) How many patients in this trial had serious adverse events?
2358,5.0% (1) 0.0% (0) 3.3% (1) How many patients stopped taking the treatment because of adverse events?
2359,40.0% (8) 10.0% (1) 30.0% (9) How many patients left this trial because of adverse events?
2360,5.0% (1) 0.0% (0) 3.3% (1) What were the most common serious adverse events?
2361,One patient experienced a serious adverse event of a severe rash.
2362,This was 3.3% of the patients.
2363,The trial doctors thought that this serious adverse event was caused by the trial drug.
2364,None of the patients died during this trial.
2365,7 Clinical Trial Results What were the most common adverse events?
2366,Rash and upper respiratory tract infection caused by a virus were the 2 most common adverse events during this trial.
2367,These adverse events occurred in more patients who took CDZ173 than in patients who took the placebo.
2368,The table below shows the most common adverse events that happened in 10.0% or more of all the patients.
2370,"Most common adverse events during this trial CDZ173 (Out of 20 patients) Placebo (Out of 10 patients) Total (Out of 30 patients) Rash 55.0% (11) 10.0% (1) 40.0% (12) Upper respiratory tract infection caused by a virus 35.0% (7) 40.0% (4) 36.7% (11) Headache 35.0% (7) 10.0% (1) 26.7% (8) Diarrhea 25.0% (5) 10.0% (1) 20.0% (6) Passing gas 5.0% (1) 30.0% (3) 13.3% (4) Difficulty breathing 15.0% (3) 0.0% (0) 10.0% (3) Sore throat 15.0% (3) 0.0% (0) 10.0% (3) Upper respiratory tract infection 15.0% (3) 0.0% (0) 10.0% (3) Fever 10.0% (2) 10.0% (1) 10.0% (3) Tiredness 10.0% (2) 10.0% (1) 10.0% (3) For more information about the adverse events in this trial, please see the scientific summary that can be found on the websites noted at the end of this summary."
2376,This trial was the first time that CDZ173 was tested in patients with PSS.
2377,The information described above helped the researchers better understand if CDZ173 works in people with PSS.
2378,The results of many trials are needed to find out which treatments can be used for patients with PSS.
2379,This summary shows only the main results from this 1 trial in a small number of patients.
2383,"Once on the site, click Read More under Clinical trial results at the bottom of the page."
2384,"After agreeing to enter the Novartis website, type CCDZ173X2203 into the keyword search box and click Search ."
2388,"Once you are on the website, type NCT02775916 into the search box and click Search ."
2390,"Once you are on the website, click Home & Search , then type 2014-004616-12 in the search box and click Search ."
2392,Search for CDZ173 or Leniolisib .
2393,"Full Trial Title: A randomized, double-blind, placebo-controlled, parallel group study to assess the safety, tolerability, pharmacokinetics and preliminary efficacy of CDZ173 in patients with primary Sj gren s syndrome ."
2402,"Thank you for taking part in the clinical trial for the drug BAF312, also called siponimod."
2403,You helped researchers learn more about how BAF312 works in people with active dermatomyositis or DM.
2404,This trial started in November 2013 and ended in February 2016.
2409,"Clinical Trial Results Research Sponsor: Novartis Location of Headquarters: Basel, Switzerland Drug Studied: BAF312 (Siponimod) Protocol #: CBAF312X2206 Full Trial Title: A double blind, randomized, placebo-controlled study to evaluate, safety, tolerability, efficacy and preliminary dose-response of BAF312 in patients with active dermatomyositis (DM) Full Scientific Summary: www.novctrd.com Trial Date: November 2013 to February 2016 Clinical Trial Results 2 What s happened since the trial ended?"
2410,"You were in this trial for up to 48 weeks, but the trial took close to two and a half years to complete."
2411,"The trial included 17 patients from 24 sites in Belgium, Canada, Czech Republic, Hungary, Japan, Poland, Taiwan, and the United States."
2412,Researchers ended the trial earlier than planned because the researchers could not get clear results.
2413,"When the trial ended in February 2016, the sponsor reviewed the data and created a report of the results."
2416,Researchers were looking for a better way to treat DM.
2417,"People with DM have weakness in their muscles, especially in the hips, thighs, upper arms, shoulder area, and neck."
2418,DM can also cause skin symptoms.
2419,The cause of DM is unknown.
2420,DM shares many characteristics with autoimmune diseases in which the body mistakenly attacks itself.
2421,Researchers have found that in DM some white blood cells (called lymphocytes) build up around blood vessels in the muscles and skin.
2422,The build-up of lymphocytes causes inflammation.
2423,Inflammation caused by lymphocytes in the muscles and skin may damage those areas and cause your medical condition.
2424,The trial drug BAF312 lowers the number of lymphocytes found in the blood stream.
2425,"In this trial, researchers wanted to find out if BAF312 helps lower the number of lymphocytes in people with DM."
2426,Researchers also wanted to know if lowering the number of lymphocytes in the blood stream helps with muscle strength in people with DM.
2427,Researchers compared BAF312 with a placebo.
2429,"In your trial, researchers wanted to know: Does BAF312 help with muscle strength more than the placebo in patients with DM?"
2430,Did BAF312 lower lymphocyte counts in the blood in patients with DM?
2431,What medical problems did patients with DM have during the trial?
2433,The patients in this trial were 22 to 61 years old and had active DM.
2435,This trial had 2 parts: Part 1 and Part 2.
2436,Part 1 was double-blind .
2437,"This means that none of the patients, trial doctors, trial staff, or sponsor staff knew what drug each patient took."
2438,Some trials are done this way because knowing what drug each patient is getting can affect the results of the trial.
2440,"During Part 1, patients took either BAF312 or a placebo."
2441,"Clinical Trial Results 3 When the Sponsor ended the trial early, the Sponsor found out which drug patients took in Part 1."
2442,Part 2 was open-label .
2443,"This means that the patients, trial doctors, trial staff, and the Sponsor knew what drug each patient took."
2444,"During Part 2, all patients took BAF312."
2445,"After the trial ended, the sponsor created a report of the trial results."
2448,"Double-Blind & Open-Label Trial Part 1: Double- Blind Treatment (17 Patients) 24 weeks Patients took either: 0.5, 2.0, or 10.0 mg BAF312 daily or Placebo Part 2: Open- Label Treatment (17 Patients) 24 weeks All patients took 2.0 mg BAF312 Follow-Up Period 4 weeks Patients were followed for 4 weeks after their last dose of trial drug."
2449,Patients had their last check-up on Day 196 (if they stopped after Part 1) or Day 364 (if they stopped after Part 2).
2450,Trial doctors did a full check-up of all patients to make sure they could join the trial.
2451,"In Part 1, patients were randomly assigned, like flipping a coin, to take either BAF312 or the placebo."
2452,Patients gave blood and urine samples.
2453,"Trial doctors checked the height, weight, blood pressure, and heart rate of the patients."
2454,"Trial doctors also checked the heart health of patients using an electrocardiogram, or ECG, and asked patients about their symptoms."
2455,"Part 1 lasted 24 weeks: Patients took either 0.5 milligrams (mg), 2.0 mg, or 10.0 mg of BAF312 or a placebo once a day during Part 1 for 24 weeks."
2456,"Part 2 lasted 24 weeks: After finishing Part 1, patients could have continued into Part 2."
2457,All patients took 2.0 mg of BAF312 once a day during Part 2 for 24 more weeks.
2458,"For Parts 1 and 2, patients had a titration period of 10 days at the beginning of each part."
2459,Titration means that patients started with a low dose and increased their dose over time to reach the full dose after 10 days of treatment.
2460,"Throughout the trial, trial doctors measured the muscle strength of patients, took their blood and urine samples, and checked their height, weight, blood pressure, and heart rate."
2461,Clinical Trial Results 4 The follow-up period lasted 4 weeks: Patients had a final checkup if they stopped after Part 1 or Part 2.
2462,"After finishing Part 1 or Part 2 treatment, trial doctors still checked how patients were feeling and if their symptoms were improving for 4 weeks."
2466,Researchers look at the results of many studies to decide which treatments work best and are safest for patients.
2469,Did BAF312 help with muscle strength more than a placebo in patients with DM?
2471,"Overall, the difference between the treatments was not large enough to show that BAF312 helped with muscle strength compared to a placebo after 24 weeks of treatment."
2472,"To find out if BAF312 helped with muscle strength more than the placebo, trial doctors used a test that looked at how well patients could use different muscles in their body."
2473,"For example, patients were asked to sit in a chair and lift one arm."
2474,The trial doctor then pressed on that arm.
2475,The trial doctor told the patients to resist the doctor s pushing as best they could.
2476,Trial doctors gave each patient a score based on what they saw when testing muscle strength in patients.
2477,"The higher the score, the better the muscle strength."
2478,Researchers found that: Placebo: Patients who took the placebo had a change of 27.7 points after 24 weeks of treatment BAF312 0.5 mg: Patients who took 0.5 mg of BAF312 had a change of 28.3 points after 24 weeks of treatment BAF312 2.0 mg: Patients who took 2.0 mg of BAF312 had a change of 12.4 points after 24 weeks of treatment BAF312 10.0 mg: Patients who took 10.0 mg of BAF312 had a change of 14.0 points after 24 weeks of treatment.
2479,"The results showed that, overall, none of the BAF312 doses were better than the placebo at helping with muscle strength."
2480,The small difference seen between the placebo group and the BAF312 0.5 mg group is probably due to chance.
2481,Clinical Trial Results 5 The figure below shows the results of the muscle strength test for all patients in the trial after 24 weeks of treatment.
2482,0 10 15 20 25 30 27.7 Placebo Change in Muscle Strength Score After 24 Weeks of Treatment 28.3 BAF312 0.5 mg Treatment Group C h an g e in p o in ts 12.4 14.0 BAF312 2.0 mg BAF312 10.0 mg 35 5 Did BAF312 lower lymphocyte counts in the blood in patients with DM?
2484,BAF312 did lower the number lymphocytes found in the blood stream.
2485,"However, this change in lymphocyte count was not associated with a change in muscle strength."
2486,What medical problems did patients with DM have?
2492,The tables below and on the next page show how many patients had adverse events and serious adverse events during each part of the trial.
2493,The tables include all patients who took BAF312 and all patients who took a placebo.
2494,Adverse Events in Part 1 Placebo (out of 5 patients) BAF312 0.5 mg (out of 4 patients) BAF312 2.0 mg (out of 4 patients) BAF312 10.0 mg (out of 4 patients) Total (out of 17 patients) How many patients had adverse events in Part 1?
2495,2 (40.0%) 1 (25.0%) 4 (100.0%) 4 (100.0%) 11 (64.7%) How many patients had serious adverse events in Part 1?
2496,1 (20.0%) 0 (0.0%) 0 (0.0%) 1 (25.0%) 2 (11.8%) How many patients left the trial because of adverse events in Part 1?
2497,1 (20.0%) 0 (0.0%) 1 (25.0%) 1 (25.0%) 3 (17.6%) Clinical Trial Results 6 Adverse Events in Part 2 Placebo to BAF312 2.0 mg (out of 5 patients) BAF312 0.5 mg to 2.0 mg (out of 4 patients) BAF312 2.0 mg to 2.0 mg (out of 4 patients) BAF312 10.0 mg to 2.0 mg (out of 4 patients) Total (out of 17 patients) How many patients had adverse events in Part 2?
2498,2 (40.0%) 1 (25.0%) 4 (100.0%) 2 (50.0%) 9 (52.9%) How many patients had serious adverse events in Part 2?
2499,0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (25.0%) 2 (11.8%) How many patients left the trial because of adverse events in Part 2?
2500,0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (25.0%) 2 (11.8%) Did any patients have serious adverse events?
2503,"However, some patients had serious adverse events as shown in the tables below."
2504,"Out of 17 patients, 2 patients (11.8%) in Part 1 and 2 patients (11.8%) in Part 2 had serious adverse events."
2505,The tables below and on the next page show the serious adverse events that happened in this trial.
2506,Each serious adverse event happened in 1 patient each.
2507,Serious Adverse Events in Part 1 Serious Adverse Event Placebo (out of 5 patients) BAF312 0.5 mg (out of 4 patients) BAF312 2.0 mg (out of 4 patients) BAF312 10.0 mg (out of 4 patients) Total (out of 17 patients) Dermatomyositis (inflammatory disease of patients in this trial) 1 (20.0%) 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (5.9%) Pneumonia 1 (20.0%) 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (5.9%) Pain due to a procedure 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (5.9%) Blood clot in the lungs 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (5.9%) Clinical Trial Results 7 Serious Adverse Events in Part 2 Serious Adverse Event Placebo to BAF312 2.0 mg (out of 5 patients) BAF312 0.5 mg to 2.0 mg (out of 4 patients) BAF312 2.0 mg to 2.0 mg (out of 4 patients) BAF312 10.0 mg to 2.0 mg (out of 4 patients) Total (out of 17 patients) Deep cuts 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (5.9%) Bleeding in the brain 0 (0.0%) 0 (0.0%) 1 (25.0%) 0 (0.0%) 1 (5.9%) Dizziness 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (5.9%) What were the non-serious adverse events?
2508,The tables below show the non-serious adverse events that happened in this trial.
2509,Non-Serious Adverse Events in Part 1 Non-Serious Adverse Event Placebo (out of 5 patients) BAF312 0.5 mg (out of 4 patients) BAF312 2.0 mg (out of 4 patients) BAF312 10.0 mg (out of 4 patients) Total (out of 17 patients) Tiredness 0 (0.0%) 0 (0.0%) 1 (25.0%) 2 (50.0%) 3 (17.6%) Headache 0 (0.0%) 0 (0.0%) 1 (25.0%) 2 (50.0%) 3 (17.6%) Common cold 0 (0.0%) 0 (0.0%) 3 (75.0%) 0 (0.0%) 3 (17.6%) Joint pain 0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (25.0%) 2 (11.8%) Weakness 0 (0.0%) 0 (0.0%) 0 (0.0%) 2 (50.0%) 2 (11.8%) Diarrhea 0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (25.0%) 2 (11.8%) Muscle spasms 0 (0.0%) 1 (25.0%) 0 (0.0%) 1 (25.0%) 2 (11.8%) Muscle weakness 0 (0.0%) 0 (0.0%) 2 (50.0%) 0 (0.0%) 2 (11.8%) Non-Serious Adverse Events in Part 2 Non-Serious Adverse Event Placebo to BAF312 2.0 mg (out of 5 patients) BAF312 0.5 mg to 2.0 mg (out of 4 patients) BAF312 2.0 mg to 2.0 mg (out of 4 patients) BAF312 10.0 mg to 2.0 mg (out of 4 patients) Total (out of 17 patients) Headache 0 (0.0%) 0 (0.0%) 2 (50.0%) 1 (25.0%) 3 (17.6%) Fainting 0 (0.0%) 0 (0.0%) 1 (25.0%) 1 (25.0%) 2 (11.8%) What is important to know about these results?
2510,"Overall, this trial could not show that BAF312 helped with muscle strength."
2511,BAF312 will not be further tested for the treatment of DM.
2512,"However, we thank the participants for their help in testing BAF312."
2513,"However, even though BAF312 did not work for DM, the information we learned could help us treat other diseases."
2514,Clinical Trial Results 8 Where can I learn more about this trial?
2519,"After agreeing to enter the Novartis website, type CBAF312X2206 into the keyword search box and click Search ."
2522,- National Clinical Trial # NCT02029274 EU clinical register (.
2523,"- EU Clinical Trial # 2013-001799-39 Thank you It is said that the greatest gift is one which is given anonymously, giving when you do not know whether you will get direct personal benefit."
2530,1-888-669-6682 (US); +41613241111 (EU) novartisclinicaltrials.com
2531,"A clinical trial to test the trial drug CJM112 in patients with moderate to severe hidradenitis suppurativa Overview of results In this clinical trial, researchers studied how patients with a skin condition called hidradenitis suppurativa, or HS, responded to a drug named CJM112."
2532,What you should know about clinical trials A clinical trial is a type of research used to learn more about how our bodies respond to drugs or other treatments.
2534,The researchers wanted to study: The effects of the trial drug CJM112 on the severity of HS during and after 16 weeks of treatment How much CJM112 got into patients blood The effects of CJM112 on patients immune system Any medical problems that patients reported during the clinical trial Who was in this clinical trial?
2535,66 male and female adults with moderate to severe HS started this clinical trial.
2537,This study was a Phase 2 clinical trial.
2538,That means the clinical trial tested how well the trial drug CJM112 worked for people with HS.
2540,"Researchers looked for any medical problems, called adverse events, that happened during this clinical trial."
2541,"Patients reported a number of adverse events, including 2 serious adverse events, a groin abscess and chest pain."
2542,The trial drug is not believed to have caused any serious adverse events.
2543,What was learned in this clinical trial?
2544,"Researchers found that after getting high doses of CJM112 for 16 weeks, HS was less severe in patients and that CJM112 did not show safety concerns for the patients in this clinical trial."
2545,Protocol: CCJM112X2202 Thank you!
2546,"Novartis, the sponsor of this clinical trial, thanks the trial participants who helped make this clinical trial possible."
2547,Clinical Trial Summary 2 Table of Contents Overview of results 1 Why was this clinical trial needed?
2548,2 What type of clinical trial was this?
2549,3 What happened during this clinical trial?
2550,4 What was learned in this clinical trial?
2551,5 What medical problems did patients report?
2553,9 Where can I learn more about this and future clinical trials?
2554,9 Why was this clinical trial needed?
2555,Researchers asked patients to help them test a trial drug named CJM112.
2556,"Researchers wanted to learn about how CJM112 works in patients with hidradenitis suppurativa, which is also called HS."
2557,Researchers are looking for a better way to treat patients with HS.
2558,HS is a long-term skin disease that causes boils or lumps most often in the armpits and groin.
2559,"HS usually begins with boils, or lumps, under the skin that are also called lesions."
2560,"At first, these look like pimples."
2561,"Then, they often grow bigger and many fill with thick fluid (pus)."
2562,"HS can be painful, cause scars, and limit how people can use their arms and legs."
2563,"Researchers don t know what causes HS, but think the immune system may have a role."
2564,Our immune system is made of cells and proteins that can protect us from disease and infection.
2565,"Researchers think that a protein in our body s immune system, called IL-17 might cause swelling (inflammation) that creates the boils or lumps of HS."
2566,Researchers wanted to learn if CJM112 can block IL-17 and decrease the severity of HS.
2567,Researchers need many clinical trials to learn if a medicine is safe and works well.
2568,"This is a summary of the overall results of this clinical trial, not the results for each patient in the clinical trial."
2569,Do not use the results of this clinical trial to make health care decisions.
2570,Always talk to a doctor before making any changes to your treatment.
2571,What is IL-17?
2572,Il-17 is the name of one of the many proteins in our body.
2573,Researchers want to learn if IL-17 causes the swelling that creates the boils of HS.
2574,"3 In this clinical trial, researchers compared CJM112 to a placebo."
2577,A placebo is used so that no one in the clinical trial knows who got the trial drug or the placebo.
2578,"In this clinical trial, the placebo was injected just like CJM112."
2579,"In this clinical trial, the researchers wanted to study: The effects of CJM112 on the severity of HS during and after 16 weeks How much CJM112 got into patients blood The effects of CJM112 on patients immune system Any medical problems that patients reported during the clinical trial Who was in this trial?"
2580,The researchers recruited 66 adult patients 22 male and 44 female to begin the 44 week-long clinical trial.
2581,They hoped at least 60 would complete the first part of the clinical trial.
2582,All patients were between 18 and 65 years of age.
2583,The average age of patients was 37 years old.
2584,"Some patients dropped out of the clinical trial, so that by the end of the trial: 60 patients finished Period 1 that lasted 16 weeks 50 patients finished Period 2 that lasted 16 more weeks 49 patients finished a follow-up period that lasted 12 more weeks Everyone in this trial had moderate to severe HS for at least one year before the trial began."
2585,All patients had received treatment for HS with antibiotics but no other treatment for HS within 4 weeks before joining this trial.
2586,Researchers conducted this trial with patients at 16 health care centers.
2587,"Those centers were located in Denmark, Switzerland, Netherlands, United States, and Germany."
2589,This was a Phase 2 clinical trial.
2590,Researchers tested how well this trial drug worked and looked for any medical problems that occurred in a small number of patients.
2591,"None of the patients, research staff, or sponsor staff knew which patients got CJM112 or a placebo."
2592,Some trials are done this way because knowing what treatment each patient got can affect the results of the trial.
2594,"When the trial ended, the research sponsor found out what all patients got so they could create a report of the trial results."
2595,Each patient took part in the clinical trial for up to 44 weeks.
2596,They started at different dates during the trial.
2597,"This trial began in April, 2015 and ended in November, 2016."
2598,4 What happened during this clinical trial?
2599,"First, researchers randomly placed patients into groups using a computer program."
2600,This trial had 2 periods.
2601,Each period lasted 16 weeks.
2602,"Then, there was a 12 week follow-up period."
2603,This trial tested both high doses and low doses of CJM112.
2604,Patients got CJM112 or the placebo by a needle placed under their skin.
2605,"Period 1 lasted 16 weeks: 29 patients got 10 high doses of CJM112 31 patients got 10 doses of the placebo 6 patients did not complete Period 1 Period 2 lasted 16 weeks: From the group who got a high dose of CJM112 in Period 1, 22 patients got the placebo in Period 2 From the group who got the placebo in Period 1: o 13 patients got 10 low doses of CJM112 in Period 2 o 14 patients got 10 high doses of CJM112 in Period 2 11 patients did not complete Period 2 The figure below shows how this clinical trial was designed and the number of patients who started each period: 5 Follow-up period lasted 12 weeks: During this time patients returned 3 more times That allowed the researchers to learn how patients were feeling and how severe their HS was over time During the entire trial, the research staff took blood samples and checked the patients general health and HS symptoms."
2607,"This is a summary of the overall results of this clinical trial, not the individual results of each patient in the clinical trial."
2609,Results presented here are for a single clinical trial.
2610,Do not use the results of only this clinical trial to make decisions about your health care.
2611,Always talk to a doctor before making changes to your treatment.
2612,"Main results In this trial, researchers learned about the effects of CJM112 on the severity of HS during and after 16 weeks."
2613,Researchers measured the severity of HS at several times during this study by measuring patients HS symptoms on a scale.
2614,A patient s severity had to lower by a certain amount for researchers to count their HS as less severe.
2615,"After 16 weeks of treatment, the severity of HS was lower for more patients who got CJM112 than for patients who got the placebo."
