HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.origin,Input.sent_id,Input.method,Input.original_sentence,Input.simplified_sentence,Answer.grammar_original,Answer.grammar_simplified,Answer.meaning_preservation,Answer.simplicity,Approve,Reject
3NC6WP7WJIIRRNLQKVFNY8OXFOKWWM,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,33LKR6A5KGI9KPZNI4QT6INQ6ETT1U,A219VCQZADQ45W,Approved,Wed Apr 22 10:47:55 PDT 2020,Wed Apr 22 10:48:22 PDT 2020,Sat Apr 25 10:48:22 PDT 2020,Thu Apr 23 06:06:56 PDT 2020,,,27,100% (43/43),100% (43/43),100% (43/43),wiki_fully,2083,CHV,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [polio], which left him severely disabled.",5,5,5,1,,
3NC6WP7WJIIRRNLQKVFNY8OXFOKWWM,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3EFVCAY5L57XHMN35VL4JMNPMI8J8Z,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:43:41 PDT 2020,Wed Apr 22 10:46:49 PDT 2020,Sat Apr 25 10:46:49 PDT 2020,Thu Apr 23 07:07:13 PDT 2020,,,188,57% (50/87),57% (50/87),57% (50/87),wiki_fully,2083,CHV,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [polio], which left him severely disabled.",4,4,4,0,,
3NC6WP7WJIIRRNLQKVFNY8OXFOKWWM,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3EICBYG646UZTPDGM719L8J8CCWJCE,A36JOP57WZ4G52,Rejected,Thu Apr 23 05:08:43 PDT 2020,Thu Apr 23 05:09:38 PDT 2020,Sun Apr 26 05:09:38 PDT 2020,,Thu Apr 23 06:57:50 PDT 2020,no quality anwers,55,0% (0/6),0% (0/6),0% (0/6),wiki_fully,2083,CHV,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [polio], which left him severely disabled.",5,5,4,0,,
3NC6WP7WJIIRRNLQKVFNY8OXFOKWWM,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3I3WADAZ9S2SVFVYNA66FYUKJPTO53,A1LQZMAUNWD6FW,Rejected,Thu Apr 23 06:59:50 PDT 2020,Thu Apr 23 07:00:10 PDT 2020,Sun Apr 26 07:00:10 PDT 2020,,Thu Apr 23 08:56:36 PDT 2020,no quality answers,20,13% (1/8),13% (1/8),13% (1/8),wiki_fully,2083,CHV,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [polio], which left him severely disabled.",5,4,5,2,,
3NC6WP7WJIIRRNLQKVFNY8OXFOKWWM,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3JAOYWH7VK23QHUDD83VZXVSADW9LH,A2T82A0E42NI51,Rejected,Wed Apr 22 10:51:12 PDT 2020,Wed Apr 22 10:51:18 PDT 2020,Sat Apr 25 10:51:18 PDT 2020,,Thu Apr 23 04:54:52 PDT 2020,probably a bot,6,0% (0/33),0% (0/33),0% (0/33),wiki_fully,2083,CHV,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [polio], which left him severely disabled.",3,3,3,0,,
3NC6WP7WJIIRRNLQKVFNY8OXFOKWWM,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3PWWM24LHUWXBQPVYAFCK518KBG823,A2IMAGGCST8170,Approved,Thu Apr 23 08:59:15 PDT 2020,Thu Apr 23 08:59:27 PDT 2020,Sun Apr 26 08:59:27 PDT 2020,Thu Apr 23 09:19:08 PDT 2020,,,12,100% (7/7),100% (7/7),100% (7/7),wiki_fully,2083,CHV,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [polio], which left him severely disabled.",5,5,5,2,,
3IWA71V4TJE8M8BA3IY52X3R0OY6XP,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,31Q0U3WYDRDMMR2G51NS1MV8HH371X,A1ENLHLS8YOFYJ,Approved,Wed Apr 22 10:49:47 PDT 2020,Wed Apr 22 10:50:00 PDT 2020,Sat Apr 25 10:50:00 PDT 2020,Thu Apr 23 05:57:55 PDT 2020,,,13,100% (27/27),100% (27/27),100% (27/27),wiki_partially,104,CHV,Four years later William died in the 1918 [influenza] pandemic.,Four years later William died in the 1918 [flu] pandemic.,5,5,5,1,,
3IWA71V4TJE8M8BA3IY52X3R0OY6XP,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3A1COHJ8NLT1QGSDHVIJ797A9Q4H8S,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:44:08 PDT 2020,Wed Apr 22 10:47:18 PDT 2020,Sat Apr 25 10:47:18 PDT 2020,Thu Apr 23 07:07:18 PDT 2020,,,190,57% (50/87),57% (50/87),57% (50/87),wiki_partially,104,CHV,Four years later William died in the 1918 [influenza] pandemic.,Four years later William died in the 1918 [flu] pandemic.,4,4,4,1,,
3IWA71V4TJE8M8BA3IY52X3R0OY6XP,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3U84XHCDIEBMY055BEYDQ4VA3UQ4ZZ,AG8PCITDPLLKU,Approved,Wed Apr 22 10:51:14 PDT 2020,Wed Apr 22 10:51:29 PDT 2020,Sat Apr 25 10:51:29 PDT 2020,Thu Apr 23 08:22:23 PDT 2020,,,15,100% (16/16),100% (16/16),100% (16/16),wiki_partially,104,CHV,Four years later William died in the 1918 [influenza] pandemic.,Four years later William died in the 1918 [flu] pandemic.,5,5,5,1,,
3RDTX9JRTZZ1PC7HJCXJS8H5OWR978,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3MYYFCXHJ55M7JA0LMAO5XF4S8P4GB,A2IMAGGCST8170,Approved,Thu Apr 23 08:58:43 PDT 2020,Thu Apr 23 08:58:58 PDT 2020,Sun Apr 26 08:58:58 PDT 2020,Thu Apr 23 09:19:08 PDT 2020,,,15,100% (7/7),100% (7/7),100% (7/7),wiki_partially,1105,MLM,Symptoms of [influenza] can start quite suddenly one to two days after infection.,Symptoms of [pneumonia] can start quite suddenly one to two days after infection.,5,5,3,0,,
3RDTX9JRTZZ1PC7HJCXJS8H5OWR978,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3QECW5O0KJZ88706JRS59807IUYT5C,A2T82A0E42NI51,Rejected,Wed Apr 22 10:48:05 PDT 2020,Wed Apr 22 10:48:12 PDT 2020,Sat Apr 25 10:48:12 PDT 2020,,Thu Apr 23 04:54:52 PDT 2020,probably a bot,7,0% (0/33),0% (0/33),0% (0/33),wiki_partially,1105,MLM,Symptoms of [influenza] can start quite suddenly one to two days after infection.,Symptoms of [pneumonia] can start quite suddenly one to two days after infection.,3,3,3,0,,
3RDTX9JRTZZ1PC7HJCXJS8H5OWR978,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3QHK8ZVMIOGMEA9ABSHRQ3QIYDZBLT,A1ENLHLS8YOFYJ,Approved,Wed Apr 22 10:49:35 PDT 2020,Wed Apr 22 10:49:47 PDT 2020,Sat Apr 25 10:49:47 PDT 2020,Thu Apr 23 05:57:55 PDT 2020,,,12,100% (27/27),100% (27/27),100% (27/27),wiki_partially,1105,MLM,Symptoms of [influenza] can start quite suddenly one to two days after infection.,Symptoms of [pneumonia] can start quite suddenly one to two days after infection.,5,5,1,0,,
3RDTX9JRTZZ1PC7HJCXJS8H5OWR978,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3R6P78PK7M96O4PQ0NBWD5RW86OGTZ,A1LQZMAUNWD6FW,Rejected,Thu Apr 23 07:00:11 PDT 2020,Thu Apr 23 07:00:36 PDT 2020,Sun Apr 26 07:00:36 PDT 2020,,Thu Apr 23 08:56:36 PDT 2020,no quality answers,25,13% (1/8),13% (1/8),13% (1/8),wiki_partially,1105,MLM,Symptoms of [influenza] can start quite suddenly one to two days after infection.,Symptoms of [pneumonia] can start quite suddenly one to two days after infection.,5,5,5,2,,
3RDTX9JRTZZ1PC7HJCXJS8H5OWR978,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3SEPORI8WPX10PLMKF8437HAV4KZA3,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:43:04 PDT 2020,Wed Apr 22 10:44:16 PDT 2020,Sat Apr 25 10:44:16 PDT 2020,Thu Apr 23 07:07:13 PDT 2020,,,72,57% (50/87),57% (50/87),57% (50/87),wiki_partially,1105,MLM,Symptoms of [influenza] can start quite suddenly one to two days after infection.,Symptoms of [pneumonia] can start quite suddenly one to two days after infection.,5,5,5,-1,,
3RDTX9JRTZZ1PC7HJCXJS8H5OWR978,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3ZY8KE4ISL1CELNT8EGN81JJBE4QVB,A36JOP57WZ4G52,Rejected,Thu Apr 23 05:07:57 PDT 2020,Thu Apr 23 05:08:42 PDT 2020,Sun Apr 26 05:08:42 PDT 2020,,Thu Apr 23 06:57:51 PDT 2020,no quality anwers,45,0% (0/6),0% (0/6),0% (0/6),wiki_partially,1105,MLM,Symptoms of [influenza] can start quite suddenly one to two days after infection.,Symptoms of [pneumonia] can start quite suddenly one to two days after infection.,5,5,4,0,,
3FCO4VKOZ5BIK8YYRND5KMIGFT7E7N,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,38YMOXR4MWXWJS4EJF7LOYL6IJS6WW,A219VCQZADQ45W,Approved,Wed Apr 22 10:49:34 PDT 2020,Wed Apr 22 10:49:54 PDT 2020,Sat Apr 25 10:49:54 PDT 2020,Thu Apr 23 06:06:56 PDT 2020,,,20,100% (43/43),100% (43/43),100% (43/43),wiki_fully,2083,MLM,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [disease], which left him severely disabled.",5,5,3,0,,
3FCO4VKOZ5BIK8YYRND5KMIGFT7E7N,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3KOPY89HMA0BGPHXTEQ8S5FE6WG3JR,A947BPLJ61UU6,Approved,Wed Apr 22 10:46:36 PDT 2020,Wed Apr 22 10:46:55 PDT 2020,Sat Apr 25 10:46:55 PDT 2020,Thu Apr 23 07:37:45 PDT 2020,,,19,100% (30/30),100% (30/30),100% (30/30),wiki_fully,2083,MLM,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [disease], which left him severely disabled.",5,2,3,-1,,
3FCO4VKOZ5BIK8YYRND5KMIGFT7E7N,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3TAYZSBPLN6FUA44C8LH1W19W1U2SW,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:47:38 PDT 2020,Wed Apr 22 10:51:32 PDT 2020,Sat Apr 25 10:51:32 PDT 2020,Thu Apr 23 07:07:18 PDT 2020,,,234,57% (50/87),57% (50/87),57% (50/87),wiki_fully,2083,MLM,"In 1940, at the age of 51, Midgley contracted [poliomyelitis], which left him severely disabled.","In 1940, at the age of 51, Midgley contracted [disease], which left him severely disabled.",3,3,4,0,,
3EHVO81VN6JGTWAYS8424FOG4NZ1HT,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,326O153BMKW1N1X282LT8YOYS4ODEZ,A1RGF4GSGEUQRK,Approved,Thu Apr 23 07:15:51 PDT 2020,Thu Apr 23 07:16:20 PDT 2020,Sun Apr 26 07:16:20 PDT 2020,Thu Apr 23 09:04:28 PDT 2020,,,29,95% (18/19),95% (18/19),95% (18/19),House,145282,CHV,The [oncology] department is subsidized by drug companies.,The [tumor] department is subsidized by drug companies.,5,5,5,2,,
3EHVO81VN6JGTWAYS8424FOG4NZ1HT,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,33LK57MYLV350L7G1FUVO7BGHASSZT,A21YYZG5Z8IZZ2,Rejected,Wed Apr 22 10:47:44 PDT 2020,Wed Apr 22 10:47:57 PDT 2020,Sat Apr 25 10:47:57 PDT 2020,,Thu Apr 23 06:18:56 PDT 2020,not consistent,13,0% (0/8),0% (0/8),0% (0/8),House,145282,CHV,The [oncology] department is subsidized by drug companies.,The [tumor] department is subsidized by drug companies.,4,4,3,1,,
3EHVO81VN6JGTWAYS8424FOG4NZ1HT,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,354GIDR5ZD48XRHEOJYJ822B4BR00N,A2T82A0E42NI51,Rejected,Wed Apr 22 10:47:07 PDT 2020,Wed Apr 22 10:47:15 PDT 2020,Sat Apr 25 10:47:15 PDT 2020,,Thu Apr 23 04:54:52 PDT 2020,probably a bot,8,0% (0/33),0% (0/33),0% (0/33),House,145282,CHV,The [oncology] department is subsidized by drug companies.,The [tumor] department is subsidized by drug companies.,3,3,3,0,,
3EHVO81VN6JGTWAYS8424FOG4NZ1HT,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3A4NIXBJ78XIX1D72H704J1CAF5LM0,A219VCQZADQ45W,Approved,Thu Apr 23 05:06:16 PDT 2020,Thu Apr 23 05:06:29 PDT 2020,Sun Apr 26 05:06:29 PDT 2020,Thu Apr 23 06:06:56 PDT 2020,,,13,100% (43/43),100% (43/43),100% (43/43),House,145282,CHV,The [oncology] department is subsidized by drug companies.,The [tumor] department is subsidized by drug companies.,5,5,4,1,,
3EHVO81VN6JGTWAYS8424FOG4NZ1HT,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3BEFOD78W8RMZT6MWP8JI2Z1OQ8M40,A3BI0AX5T5GVO3,Rejected,Wed Apr 22 10:50:47 PDT 2020,Wed Apr 22 10:54:34 PDT 2020,Sat Apr 25 10:54:34 PDT 2020,,Thu Apr 23 07:14:31 PDT 2020,inconsistent answers,227,57% (50/87),57% (50/87),57% (50/87),House,145282,CHV,The [oncology] department is subsidized by drug companies.,The [tumor] department is subsidized by drug companies.,3,3,3,0,,
3EHVO81VN6JGTWAYS8424FOG4NZ1HT,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3R5F3LQFV4IQ2TFNUYDM421FKOYOZ7,A3T4QZBWXSS7UV,Approved,Thu Apr 23 06:24:19 PDT 2020,Thu Apr 23 06:24:44 PDT 2020,Sun Apr 26 06:24:44 PDT 2020,Thu Apr 23 07:42:47 PDT 2020,,,25,100% (4/4),100% (4/4),100% (4/4),House,145282,CHV,The [oncology] department is subsidized by drug companies.,The [tumor] department is subsidized by drug companies.,5,5,4,2,,
3HYV4299H1UMKM3H1S5BYMEBQDDE8A,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,37Z929RLGB69E9YHVN5D2JAZWHLTSZ,A1996H004O9SDR,Approved,Thu Apr 23 07:19:36 PDT 2020,Thu Apr 23 07:20:08 PDT 2020,Sun Apr 26 07:20:08 PDT 2020,Thu Apr 23 08:48:08 PDT 2020,,,32,100% (10/10),100% (10/10),100% (10/10),House,176664,CHV,How long have you been [depressed]?,How long have you been [sadness]?,5,2,4,1,,
3HYV4299H1UMKM3H1S5BYMEBQDDE8A,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,38YMOXR4MWXWJS4EJF7LOYL6IJRW6L,A3BI0AX5T5GVO3,Rejected,Wed Apr 22 10:49:28 PDT 2020,Wed Apr 22 10:53:25 PDT 2020,Sat Apr 25 10:53:25 PDT 2020,,Thu Apr 23 07:14:31 PDT 2020,inconsistent answers,237,57% (50/87),57% (50/87),57% (50/87),House,176664,CHV,How long have you been [depressed]?,How long have you been [sadness]?,3,3,4,0,,
3HYV4299H1UMKM3H1S5BYMEBQDDE8A,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,39GHHAVOMHPWYL01TSVR2A7KKWC4JD,A1ENLHLS8YOFYJ,Approved,Wed Apr 22 10:44:44 PDT 2020,Wed Apr 22 10:44:59 PDT 2020,Sat Apr 25 10:44:59 PDT 2020,Thu Apr 23 05:57:55 PDT 2020,,,15,100% (27/27),100% (27/27),100% (27/27),House,176664,CHV,How long have you been [depressed]?,How long have you been [sadness]?,5,2,3,0,,
3HYV4299H1UMKM3H1S5BYMEBQDDE8A,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:19 PDT 2020,4,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:19 PDT 2020,,,3RJSC4XJ12S7SY3FLP4VPXY2LJ250D,A219VCQZADQ45W,Approved,Wed Apr 22 10:51:21 PDT 2020,Wed Apr 22 10:51:44 PDT 2020,Sat Apr 25 10:51:44 PDT 2020,Thu Apr 23 06:06:56 PDT 2020,,,23,100% (43/43),100% (43/43),100% (43/43),House,176664,CHV,How long have you been [depressed]?,How long have you been [sadness]?,5,3,3,0,,
