origin;sent_id;sentence;source_term;CHV_selection;CHV_substitution;CHV_sim_score;MLM_selection;MLM_substitution;MLM_sim_score
House;106205;Apnea would've disappeared when she shrank.;Apnea;['stopped breathing', 'stops breathing'];stopped breathing;25.0;['Pain', 'CP', 'Sleep', 'Depression', 'Fever', 'Rhythm', 'Heart', 'Hearing', 'pain', 'anxiety'];Pain;44
House;106218;Gastric bypass could cause malabsorption by creating a blind loop of bowel.;malabsorption;['malabsorption'];malabsorption;100.0;['leak', 'bleeding', 'retention', 'irritation', 'injury', 'narrowing', 'penetration', 'inflammation', 'trapping', 'nausea'];bleeding;13
House;106267;Looks like I was wrong to dismiss apnea.;apnea;['stopped breathing', 'stops breathing'];stopped breathing;25.0;['anxiety', 'breathing', 'sleep', 'pneumonia', 'CP', 'cough', 'pain', 'MI', 'speech', 'sob'];anxiety;50
House;106268;You guys can stay up all night gloating in the sleep lab.;gloating;[];;;['time', 'sleepy', 'spinning', 'sitting', 'sleeping', 'high', 'standing', 'stress', 'flat', 'float'];time;22
House;106295;If the problem is in her brain, it could be MS.;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0;['acute', 'chronic', 'seizure', 'isolated', 'removed', 'stroke', 'fixed', 'treated', 'si', 'small'];chronic;0
House;106296;Or early onset Parkinson's.;Parkinson's;"[""Parkinson's disease""]";Parkinson's disease;76.0;['diabetes', 'depression', 'pneumonia', 'MS', 'anxiety', 'seizure', 'headache', 'stroke', 'strokes', 'falls'];diabetes;12
House;106794;I have a-- a terrible headache.;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0;['cough', 'appetite', 'seizure', 'nausea', 'fever', 'pain', 'cold', 'throat', 'confusion', 'speech'];nausea;31
House;106803;How do--you know that just from the headache?;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0;['pain', 'stroke', 'head', 'seizure', 'nausea', 'fracture', 'fever', 'bleed', 'jaw', 'blood'];pain;18
House;106955;It's also associated with cardiomyopathy.;cardiomyopathy;['myocardial disease', 'heart muscle disease'];myocardial disease;48.0;['anxiety', 'diabetes', 'fatigue', 'depression', 'nausea', 'pneumonia', 'infection', 'pain', 'falls', 'cough'];diabetes;40
House;106956;Uh, you can get eclampsia up to a month after giving birth.;eclampsia;['eclampsia'];eclampsia;100.0;['diabetes', 'insulin', 'pregnant', 'depression', 'treatment', 'normal', 'surgery', 'birth', 'bleeding', 'pregnancy'];treatment;33
House;107027;Turns out to be a failing liver.;failing;[];;;['dead', 'normal', 'shock', 'transplant', 'fatty', 'failure', 'healthy', 'weak', 'collapsed', 'damaged'];normal;40
House;107110;In case I get a headache.;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0;['seizure', 'fever', 'cough', 'cold', 'stroke', 'fall', 'temperature', 'bleed', 'pneumonia', 'murmur'];seizure;15
House;107234;Cough's lasted two months.;Cough;['coughing', 'cough symptom'];coughing;100.0;['Pain', 'Depression', 'Total', 'headache'];Pain;0
House;107247;I have a terrible headache.;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0;['cough', 'appetite', 'throat', 'cold', 'fever', 'nausea', 'seizure', 'affect', 'stomach', 'speech'];fever;17
House;107264;You know that just from the headache?;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0;['stroke', 'pain', 'head', 'seizure', 'bleed', 'nausea', 'fracture', 'jaw', 'heart', 'nose'];head;73
House;107277;Is this from the TB?;TB;['tuberculous', 'tuberculosis (TB)'];tuberculosis (TB);25.0;['blood', 'urine', 'liver', 'patient', 'flu', 'stool', 'mother', 'line', 'ca', 'heart'];blood;29
House;107310;Nausea isn't something you can overcome with sheer willpower.;Nausea;['nausea'];nausea;100.0;['Pain', 'Depression', 'Sex', 'Time', 'Iron', 'Man', 'Medicine', 'Hospital', 'Things', 'Surgery'];Pain;20
House;107479;It can't be leukemia.;leukemia;['leukemia', 'all types of leukemia'];leukemia;100.0;['reactive', 'treated', 'infectious', 'cancer', 'infected', 'pneumonia', 'viral', 'infection', 'blood', 'liver'];cancer;14
House;107531;It's not leukemia.;leukemia;['leukemia', 'all types of leukemia'];leukemia;100.0;['infectious', 'reactive', 'infected', 'cardiac', 'cancer', 'infection', 'bleeding', 'treated', 'blood', 'clear'];blood;15
House;107535;You have a disease called eclampsia.;eclampsia;['eclampsia'];eclampsia;100.0;['diabetes', 'cancer', 'depression', 'stroke', 'seizure', 'bleeding', 'anxiety', 'pneumonia', 'HIV', 'infection'];diabetes;27
House;107540;You can get eclampsia up to a month after giving birth.;eclampsia;['eclampsia'];eclampsia;100.0;['diabetes', 'pregnant', 'insulin', 'depression', 'normal', 'back', 'bleeding', 'treatment', 'treated', 'surgery'];diabetes;27
House;107648;no polys in the sputum.;polys;[];;;['yeast', 'organisms', 'bacteria', 'fungus', 'blood', 'growth', 'AFB', 'organism', 'crystals', 'protein'];bacteria;17
House;107724;My asthma. but it didn't make any difference at all.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0;['diabetes', 'depression', 'anxiety', 'pneumonia', 'cough', 'cancer', 'stroke', 'headache', 'MS', 'sleep'];diabetes;33
House;107751;You have a disease called eclampsia. and seizures.;eclampsia;['eclampsia'];eclampsia;100.0;['depression', 'stroke', 'diabetes', 'anxiety', 'seizure', 'cancer', 'HIV', 'pneumonia', 'pregnancy', 'autism'];diabetes;27
House;107752;you can get eclampsia up to a month after giving birth.;eclampsia;['eclampsia'];eclampsia;100.0;['diabetes', 'pregnant', 'insulin', 'depression', 'normal', 'back', 'bleeding', 'treatment', 'treated', 'surgery'];diabetes;27
House;107775;Which means arrhythmia,;arrhythmia;['Abnormal heart rhythms'];Abnormal heart rhythms;55.0;['rhythm', 'flutter', 'anxiety', 'arrest', 'depression', 'pneumonia', 'seizure', 'infection', 'death', 'rate'];anxiety;35
House;107799;No single type of cancer blew up three organs;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'mass', 'disease', 'death', 'tumors', 'bleeding', 'radiation', 'brain', 'liver', 'stomach'];disease;17
House;107944;But cancer plays the field.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'depression', 'diabetes', 'stroke', 'radiation', 'anxiety', 'alcohol', 'surgery', 'pain', 'inflammation'];tumor;18
House;107945;You need it to be cancer so you have an excuse;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['removed', 'normal', 'tumor', 'red', 'blue', 'negative', 'positive', 'radiation', 'lost', 'stopped'];red;22
House;108042;So you do have proof that it's cancer;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'blood', 'liver', 'lung', 'brain', 'tumor', 'heart', 'stomach', 'healthy', 'bleeding'];blood;0
House;108099;Eh, treatment proves it could be cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'normal', 'disease', 'stomach', 'lung', 'liver', 'brain', 'inflammation', 'blood', 'infection'];disease;17
House;108101;'Cause it's cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['disease', 'inflammation', 'bleeding', 'tumor', 'blood', 'pain', 'heart', 'diabetes', 'liver', 'infection'];disease;17
House;108102;We have to find something that walks like cancer,;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['blood', 'tumor', 'liver', 'heart', 'diabetes', 'bone', 'stomach', 'muscle', 'brain', 'lung'];blood;0
House;108103;Talks like cancer,;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['infection', 'pneumonia', 'diabetes', 'depression', 'blood', 'stroke', 'pain', 'surgery', 'liver', 'illness'];diabetes;33
House;108107;There's a cancer drug;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['liver', 'blood', 'diabetes', 'stomach', 'suicide', 'kidney', 'lung', 'radiation', 'heart', 'brain'];blood;0
House;108108;That's used off-Label for arthritis.;arthritis;['arthritis', 'polyarthritis', 'polyarticular arthritis'];arthritis;100.0;['pain', 'depression', 'anxiety', 'cough', 'headache', 'diabetes', 'cancer', 'sleep', 'pneumonia', 'flu'];pain;33
House;108112;She's dead unless we can find what's cancer...;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'deceased', 'lost', 'alive', 'unknown', 'tumor', 'living', 'healthy', 'wanted', 'disease'];normal;33
House;108113;But not cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['pain', 'infection', 'blood', 'pneumonia', 'anxiety', 'seizure', 'alcohol', 'fever', 'nausea', 'trauma'];pain;40
House;108122;Responds to cancer treatment, but there's no;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['radiation', 'tumor', 'medical', 'hormone', 'pain', 'surgical', 'drug', 'conservative', 'laser', 'medication'];medical;18
House;108212;He didn't die of cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['MI', 'stroke', 'pneumonia', 'tumor', 'infection', 'disease', 'bleeding', 'diabetes', 'depression', 'liver'];tumor;18
House;108235;Any type of cancer?;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['diabetes', 'surgery', 'bleeding', 'infection', 'stroke', 'pneumonia', 'seizure', 'tumor', 'depression', 'radiation'];surgery;31
House;108260;"Season 05 Episode 02 ""Not a cancer";cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['year', 'mass', 'disease', 'CA', 'tumor', 'virus', 'problem', 'mole', 'smoke', 'doctor'];disease;17
House;108269;What did Wilson do for me? -- it could lay dormant.;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0;['mom', 'wait', 'son'];son;67
House;108283;Then that leaves cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'tumor', 'brain', 'lung', 'liver', 'blood', 'disease', 'stomach', 'inflammation', 'diabetes'];disease;17
House;108284;Cancers have names.;Cancers;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['Parents', 'Children', 'children', 'Mother', 'Sister', 'Family', 'Father', 'siblings', 'Females', 'sisters'];Children;29
House;108287;No single type of cancer blew up three organs in the chest while also herniating in the fighter's brain stem;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'radiation', 'mass', 'disease', 'bleeding', 'death', 'CA', 'brain', 'blood', 'tumors'];disease;17
House;108290;000 lab tests say it's not cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'tumor', 'inflammation', 'blood', 'bleeding', 'disease', 'infection', 'liver', 'heart', 'diabetes'];disease;17
House;108293;Find out which cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'diabetes', 'mass', 'lung', 'time', 'stomach', 'surgery', 'age', 'stroke', 'kidney'];diabetes;33
House;108294;Find out which cancer would've killed him.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'tumors', 'disease', 'surgery', 'drugs', 'people', 'mass', 'infection', 'treatment', 'radiation'];disease;17
House;108326;500 different things can cause hallucination.;hallucination;['hallucination', 'hearing voices', 'auditory hallucinations', 'hypnagogic hallucinations', 'visual hallucinations', 'gustatory hallucinations', 'hypnapompic hallucinations', 'olfactory hallucinations', 'organic hallucinosis', 'sensory hallucinations', 'tactile hallucinations'];hallucination;100.0;['confusion', 'agitation', 'anxiety', 'nausea', 'depression', 'withdrawal', 'panic', 'headache', 'seizure', 'nightmares'];depression;0
House;108388;You're back to cancer?;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'brain', 'tumor', 'disease', 'lung', 'healthy', 'diabetes', 'liver', 'stroke', 'age'];disease;17
House;108391;You need it to be cancer so you have an excuse to talk to Wilson. -- then you can call me an ass.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['removed', 'stopped', 'blue', 'drawn', 'red', 'normal', 'discontinued', 'lost', 'cut', 'turned'];red;22
House;108423;You want me to check out Wilson.;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0;['tomorrow', 'frequently', 'today', 'tonight', 'weight', 'home', 'urine', 'toes', 'wounds', 'weights'];frequently;14
House;108425;How do you know about Wilson?;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0;['hearing', 'surgery', 'falls', 'pain', 'cancer', 'smoking', 'depression', 'alcohol', 'diabetes', 'stroke'];cancer;17
House;108459;You found cancer? -- you have tests indicating...;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'bleeding', 'blood', 'disease', 'normal', 'pneumonia', 'infection', 'CA', 'lung', 'mass'];tumor;18
House;108465;So you do have proof that it's cancer but you can't tell me because it might affect the way I react to the medicine? do you think I could tell you that it's true?;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'tumor', 'true', 'CA', 'lung', 'disease', 'real', 'bleeding', 'brain', 'bad'];normal;33
House;108497;All the tests say it's not cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'tumor', 'blood', 'bleeding', 'inflammation', 'liver', 'disease', 'heart', 'stomach', 'lung'];disease;17
House;108498;They've always said it's not cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'bleeding', 'liver', 'blood', 'heart', 'tumor', 'pain', 'stomach', 'diabetes', 'healthy'];normal;33
House;108499;Treatment proves it's cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'stomach', 'normal', 'lung', 'brain', 'liver', 'bleeding', 'blood', 'healthy'];disease;17
House;108500;I never thought it was cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['blood', 'tumor', 'infection', 'bleeding', 'normal', 'inflammation', 'liver', 'pain', 'heart', 'stomach'];infection;33
House;108501;You treated for cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['pneumonia', 'diabetes', 'infection', 'depression', 'stroke', 'pain', 'bleeding', 'seizure', 'anxiety', 'surgery'];diabetes;33
House;108502;maybe it'll respond like cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['blood', 'tumor', 'pain', 'radiation', 'inflammation', 'normal', 'infection', 'pneumonia', 'diabetes', 'stomach'];blood;0
House;108512;There's no record of arthritis.;arthritis;['arthritis', 'polyarthritis', 'polyarticular arthritis'];arthritis;100.0;['falls', 'pneumonia', 'cancer', 'infection', 'depression', 'trauma', 'stroke', 'pain', 'diabetes', 'bleeding'];cancer;29
House;108529;It drives me down avenues that I wouldn't otherwise... but not cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'pain', 'death', 'lung', 'liver', 'CA', 'car', 'surgery', 'muscle'];disease;17
House;108552;"but not cancer"" thing you were talking about. and everything else is everything else.";cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['specific', 'pain', 'clear', 'tumor', 'radiation', 'liver', 'normal', 'cardiac', 'stomach'];pain;40
House;108556;but not cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['pain', 'infection', 'blood', 'pneumonia', 'anxiety', 'seizure', 'alcohol', 'fever', 'nausea', 'trauma'];pain;40
House;108572;Chemo worked because cells are basically tumors.;tumors;['tumor'];tumor;100.0;['normal', 'cancer', 'negative', 'cells', 'healthy', 'lines', 'reactive', 'brain', 'blood', 'aggressive'];cells;0
House;108619;"Season 05 Episode 02 ""Not a cancer""";cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'disease', 'CA', 'virus', 'mass', 'car', 'doctor', 'lung', 'stomach', 'brain'];disease;17
House;108637;No single type of cancer blew up three organs in the chest;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'mass', 'radiation', 'bleeding', 'disease', 'death', 'CA', 'blood', 'car', 'tumors'];disease;17
House;108642;The others had cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['diabetes', 'depression', 'pneumonia', 'pain', 'disease', 'tumor', 'stroke', 'inflammation', 'bleeding', 'surgery'];disease;17
House;108643;Four autopsies and about 1,000 lab tests say it's not cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'tumor', 'death', 'blood', 'clear', 'disease', 'liver', 'bleeding', 'heart', 'lung'];disease;17
House;108674;but cancer plays the field.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'depression', 'diabetes', 'stroke', 'radiation', 'anxiety', 'alcohol', 'surgery', 'pain', 'inflammation'];tumor;18
House;108695;So you do have proof that it's cancer but you can't tell me because it might affect the way I react to the medicine?;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'tumor', 'lung', 'CA', 'inflammation', 'liver', 'brain', 'bleeding', 'blood', 'stomach'];normal;33
House;108706;'cause it's cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['disease', 'inflammation', 'bleeding', 'tumor', 'blood', 'pain', 'heart', 'diabetes', 'liver', 'infection'];disease;17
House;108714;Responds to cancer treatment, but there's no...;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['radiation', 'tumor', 'pain', 'surgical', 'medical', 'drug', 'hormone', 'conservative', 'thermal', 'local'];pain;40
House;108747;What did Wilson do for me?;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0;['mom', 'anxiety', 'weight', 'son', 'people', 'pain', 'current', 'work', 'cocaine'];people;18
House;108762;Wouldn't cover vasculitis.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0;['infection', 'pneumonia', 'HIV', 'cancer', 'mass', 'AAA', 'tuberculosis', 'diabetes', 'infections', 'stroke'];pneumonia;13
House;108766;Forget cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['diabetes', 'stroke', 'depression', 'infection', 'liver', 'stomach', 'strokes', 'surgery', 'pneumonia', 'bleeding'];diabetes;33
House;108767;No single type of cancer blew up three organs in the chest while also herniating the fighter's brain stem.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'radiation', 'mass', 'bleeding', 'disease', 'death', 'blood', 'CA', 'brain', 'trauma'];disease;17
House;108770;Taub and Kutner, check out the donor, find out which cancer...;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'mass', 'disease', 'tissue', 'type', 'source', 'tumors', 'node', 'origin', 'muscle'];disease;17
House;108772;Find out which cancer would have killed him.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'drugs', 'tumors', 'surgery', 'disease', 'infection', 'medications', 'people', 'radiation', 'treatment'];disease;17
House;108775;Find out which cancer killed them.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['tumor', 'tumors', 'people', 'disease', 'mass', 'drugs', 'brain', 'stomach', 'food', 'lesions'];disease;17
House;108813;Five hundred different things can cause hallucination, doesn't mean it's neurological.;hallucination;['hallucination', 'hearing voices', 'auditory hallucinations', 'hypnagogic hallucinations', 'visual hallucinations', 'gustatory hallucinations', 'hypnapompic hallucinations', 'olfactory hallucinations', 'organic hallucinosis', 'sensory hallucinations', 'tactile hallucinations'];hallucination;100.0;['confusion', 'agitation', 'nausea', 'anxiety', 'depression', 'withdrawal', 'insight', 'seizure', 'neglect', 'headache'];nausea;29
House;108814;It does if one of the other organ recipients also had a brain issue.;brain;['brain diseases', 'brain conditions (non-specific)', 'unspecified brain disease'];brain diseases;59.0;['liver', 'heart', 'cardiac', 'head', 'lung', 'blood', 'kidney', 'cerebral', 'skin', 'stroke'];heart;20
House;108827;Cancer made no sense.;Cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['pain', 'anxiety', 'radiation', 'alcohol', 'infection', 'depression', 'HIV', 'MR', 'skin', 'Pain'];pain;40
House;108913;There would be evidence of cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['infection', 'inflammation', 'pneumonia', 'bleeding', 'tumor', 'fracture', 'radiation', 'bleed', 'surgery', 'progression'];tumor;18
House;108915;You need it to be cancer so you have an excuse to talk to Wilson.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['removed', 'stopped', 'blue', 'discontinued', 'red', 'normal', 'lost', 'drawn', 'frozen', 'turned'];red;22
House;108965;Then that just leaves cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['normal', 'brain', 'lung', 'tumor', 'stomach', 'liver', 'blood', 'disease', 'nerve', 'bone'];brain;36
House;109018;You found cancer?;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0;['bleeding', 'blood', 'tumor', 'infection', 'diabetes', 'stones', 'pneumonia', 'healthy', 'stroke', 'disease'];blood;0
