origin;sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
wiki_partially;1563;It is associated with retinal whitening, which may be a useful clinical sign in distinguishing malaria from other causes of fever.;1;retinal whitening;disease;Unknown;[]
wiki_partially;1563;It is associated with retinal whitening, which may be a useful clinical sign in distinguishing malaria from other causes of fever.;2;malaria;disease;Unknown;[]
wiki_partially;1563;It is associated with retinal whitening, which may be a useful clinical sign in distinguishing malaria from other causes of fever.;3;fever;disease;D005334;['C0015967']
wiki_partially;1564;Relapse commonly occurs between 8-24 weeks and is commonly seen with P. vivax and P. ovale infections.;1;P. vivax and P. ovale infections;disease;D007239;['C3714514']
wiki_partially;1564;Relapse commonly occurs between 8-24 weeks and is commonly seen with P. vivax and P. ovale infections.;2;P. vivax;species;Unknown;[]
wiki_partially;1564;Relapse commonly occurs between 8-24 weeks and is commonly seen with P. vivax and P. ovale infections.;3;P. ovale;species;Unknown;[]
wiki_partially;1565;Malaria parasites can also be transmitted by blood transfusions, although this is rare.;1;Malaria parasites;disease;Unknown;[]
wiki_partially;1566;Sickle cell trait causes a defect in the hemoglobin molecule in the blood.;1;Sickle cell trait;disease;D012805;['C0037054']
wiki_partially;1566;Sickle cell trait causes a defect in the hemoglobin molecule in the blood.;2;hemoglobin;gene;Unknown;[]
wiki_partially;1567;Although rare in young children with severe malaria, acute respiratory distress syndrome occurs in 5-25% of adults and up to 29% of pregnant women.;1;malaria;disease;Unknown;[]
wiki_partially;1567;Although rare in young children with severe malaria, acute respiratory distress syndrome occurs in 5-25% of adults and up to 29% of pregnant women.;2;acute respiratory distress syndrome;disease;D012128;['C0035222']
wiki_partially;1568;Malaria in pregnant women is an important cause of stillbirths, infant mortality and low birth weight, particularly in P. falciparum infection, but also with P. vivax.;1;Malaria;disease;Unknown;[]
wiki_partially;1568;Malaria in pregnant women is an important cause of stillbirths, infant mortality and low birth weight, particularly in P. falciparum infection, but also with P. vivax.;2;stillbirths;disease;Unknown;[]
wiki_partially;1568;Malaria in pregnant women is an important cause of stillbirths, infant mortality and low birth weight, particularly in P. falciparum infection, but also with P. vivax.;3;P. falciparum infection;disease;Unknown;[]
wiki_partially;1568;Malaria in pregnant women is an important cause of stillbirths, infant mortality and low birth weight, particularly in P. falciparum infection, but also with P. vivax.;4;P. falciparum;species;Unknown;[]
wiki_partially;1569;Instead of retaining the biconcave shape of a normal red blood cell, the modified hemoglobin S molecule causes the cell to sickle or distort into a curved shape.;1;hemoglobin S molecule;gene;Unknown;[]
wiki_partially;1570;Mosquito nets help keep mosquitoes away from people and reduce infection rates and transmission of malaria.;1;malaria;disease;Unknown;[]
wiki_partially;1571;The syndrome is sometimes called malarial hepatitis.;1;malarial hepatitis;disease;Unknown;[]
wiki_partially;1573;This reduces the frequency with which malaria parasites complete their life cycle in the cell.;1;malaria;disease;Unknown;[]
wiki_partially;1574;Commonly, the disease is transmitted by a bite from an infected female Anopheles mosquito, which introduces the organisms from its saliva into a person's circulatory system.;1;Anopheles mosquito;species;Unknown;[]
wiki_partially;1575;Among these is the development of respiratory distress, which occurs in up to 25% of adults and 40% of children with severe P. falciparum malaria.;1;respiratory distress;disease;D012127;['C0035220']
wiki_partially;1575;Among these is the development of respiratory distress, which occurs in up to 25% of adults and 40% of children with severe P. falciparum malaria.;2;P. falciparum malaria;disease;D016778;['C0024535']
wiki_partially;1575;Among these is the development of respiratory distress, which occurs in up to 25% of adults and 40% of children with severe P. falciparum malaria.;3;P. falciparum;species;Unknown;[]
wiki_partially;1576;In 1910, Nobel Prize in Medicine-winner Ronald Ross (himself a malaria survivor), published a book titled The Prevention of Malaria that included a chapter titled ''The Prevention of Malaria in War.'';1;malaria;disease;Unknown;[]
wiki_partially;1576;In 1910, Nobel Prize in Medicine-winner Ronald Ross (himself a malaria survivor), published a book titled The Prevention of Malaria that included a chapter titled ''The Prevention of Malaria in War.'';2;Malaria;disease;Unknown;[]
wiki_partially;1576;In 1910, Nobel Prize in Medicine-winner Ronald Ross (himself a malaria survivor), published a book titled The Prevention of Malaria that included a chapter titled ''The Prevention of Malaria in War.'';3;Malaria;disease;Unknown;[]
wiki_partially;1577;The vast majority of deaths are caused by P. falciparum and P. vivax, while P. ovale, and P. malariae cause a generally milder form of malaria that is rarely fatal.;1;P. falciparum;species;Unknown;[]
wiki_partially;1577;The vast majority of deaths are caused by P. falciparum and P. vivax, while P. ovale, and P. malariae cause a generally milder form of malaria that is rarely fatal.;2;P. vivax;species;Unknown;[]
wiki_partially;1577;The vast majority of deaths are caused by P. falciparum and P. vivax, while P. ovale, and P. malariae cause a generally milder form of malaria that is rarely fatal.;3;P. malariae;species;Unknown;[]
wiki_partially;1577;The vast majority of deaths are caused by P. falciparum and P. vivax, while P. ovale, and P. malariae cause a generally milder form of malaria that is rarely fatal.;4;malaria;disease;Unknown;[]
wiki_partially;1578;Cerebral malaria is one of the leading causes of neurological disabilities in African children.;1;Cerebral malaria;disease;D016779;['C0024534', 'C0751628']
wiki_partially;1578;Cerebral malaria is one of the leading causes of neurological disabilities in African children.;2;neurological disabilities;disease;D016543;['C0085136', 'C0751620']
wiki_partially;1580;The use of preventative drugs is seldom practical for those who reside in areas where malaria exists, and their use is usually only in short-term visitors and travellers.;1;malaria;disease;Unknown;[]
wiki_partially;1581;Although tropical regions are most affected, malaria's furthest influence reaches into some temperate zones that have extreme seasonal changes.;1;malaria;disease;Unknown;[]
wiki_partially;1582;Modern techniques that use the polymerase chain reaction to detect the parasite's DNA have also been developed, but these are not widely used in malaria-endemic areas due to their cost and complexity.;1;malaria;disease;Unknown;[]
wiki_partially;1583;The economic impact includes costs of health care, working days lost due to sickness, days lost in education, decreased productivity due to brain damage from cerebral malaria, and loss of investment and tourism.;1;brain damage;disease;Unknown;[]
wiki_partially;1583;The economic impact includes costs of health care, working days lost due to sickness, days lost in education, decreased productivity due to brain damage from cerebral malaria, and loss of investment and tourism.;2;cerebral malaria;disease;D016779;['C0024534', 'C0751628']
wiki_partially;1584;Malaria was eliminated from most parts of the USA in the early 20th century by such methods, and the use of the pesticide DDT and other means eliminated it from the remaining pockets in the South in the 1950s.;1;Malaria;disease;Unknown;[]
wiki_partially;1584;Malaria was eliminated from most parts of the USA in the early 20th century by such methods, and the use of the pesticide DDT and other means eliminated it from the remaining pockets in the South in the 1950s.;2;DDT;drug;Unknown;[]
wiki_partially;1585;After feeding, many mosquito rest on a nearby surface while digesting the bloodmeal, so if the walls of houses have been coated with insecticides, the resting mosquitoes can be killed before they can bite another person and transfer the malaria parasite.;1;malaria;disease;Unknown;[]
wiki_partially;1587;Initial manifestations of the disease-common to all malaria species-are similar to flu-like symptoms, and can resemble other conditions such as septicemia, gastroenteritis, and viral diseases.;1;malaria;disease;Unknown;[]
wiki_partially;1587;Initial manifestations of the disease-common to all malaria species-are similar to flu-like symptoms, and can resemble other conditions such as septicemia, gastroenteritis, and viral diseases.;2;septicemia;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
wiki_partially;1587;Initial manifestations of the disease-common to all malaria species-are similar to flu-like symptoms, and can resemble other conditions such as septicemia, gastroenteritis, and viral diseases.;3;gastroenteritis;disease;D005759;['C0017160']
wiki_partially;1587;Initial manifestations of the disease-common to all malaria species-are similar to flu-like symptoms, and can resemble other conditions such as septicemia, gastroenteritis, and viral diseases.;4;viral diseases;disease;D014777;['C0042769']
wiki_partially;1588;Because most Plasmodium is resistant to one or more medications, one of three medications-mefloquine (Lariam), doxycycline (available generically), or the combination of atovaquone and proguanil hydrochloride (Malarone) - is frequently needed.;1;mefloquine;drug;Unknown;[]
wiki_partially;1588;Because most Plasmodium is resistant to one or more medications, one of three medications-mefloquine (Lariam), doxycycline (available generically), or the combination of atovaquone and proguanil hydrochloride (Malarone) - is frequently needed.;2;Lariam;drug;D015767;['C0025153', 'C0733642', 'C0733643', 'C0949476', 'C0282398', 'C0699989']
wiki_partially;1588;Because most Plasmodium is resistant to one or more medications, one of three medications-mefloquine (Lariam), doxycycline (available generically), or the combination of atovaquone and proguanil hydrochloride (Malarone) - is frequently needed.;3;doxycycline;drug;D004318;['C0013090', 'C0877818', 'C0917840', 'C0013091', 'C0282156', 'C0887345', 'C0887343', 'C0058731', 'C0724257', 'C1724190', 'C0699957', 'C0282155', 'C1101397', 'C0720025', 'C0887346', 'C0122719', 'C0887344', 'C0722555', 'C0701101', 'C0700451']
wiki_partially;1588;Because most Plasmodium is resistant to one or more medications, one of three medications-mefloquine (Lariam), doxycycline (available generically), or the combination of atovaquone and proguanil hydrochloride (Malarone) - is frequently needed.;4;atovaquone;drug;D053626;['C0165603', 'C0700939', 'C0165602', 'C0378468', 'C4082282']
wiki_partially;1588;Because most Plasmodium is resistant to one or more medications, one of three medications-mefloquine (Lariam), doxycycline (available generically), or the combination of atovaquone and proguanil hydrochloride (Malarone) - is frequently needed.;5;proguanil hydrochloride;drug;D002727;['C0546856', 'C0008241', 'C0282100', 'C0795708', 'C0795709']
wiki_partially;1588;Because most Plasmodium is resistant to one or more medications, one of three medications-mefloquine (Lariam), doxycycline (available generically), or the combination of atovaquone and proguanil hydrochloride (Malarone) - is frequently needed.;6;Malarone;drug;C109496;['C0939219', 'C0595490']
wiki_partially;1590;This is due to the cost of the drugs, side effects from long-term use, and the difficulty in obtaining anti-malarial drugs outside of wealthy nations.;1;malarial;disease;Unknown;[]
wiki_partially;1591;The use of preventative drugs where malaria-bearing mosquitoes are present may encourage the development of partial resistance.;1;malaria;disease;Unknown;[]
wiki_partially;1592;P. falciparum infection can cause recurrent fever every 36-48 hours or a less pronounced and almost continuous fever.;1;P. falciparum infection;disease;Unknown;[]
wiki_partially;1592;P. falciparum infection can cause recurrent fever every 36-48 hours or a less pronounced and almost continuous fever.;2;P. falciparum;species;Unknown;[]
wiki_partially;1592;P. falciparum infection can cause recurrent fever every 36-48 hours or a less pronounced and almost continuous fever.;3;fever;disease;D005334;['C0015967']
wiki_partially;1592;P. falciparum infection can cause recurrent fever every 36-48 hours or a less pronounced and almost continuous fever.;4;fever;disease;D005334;['C0015967']
wiki_partially;1593;Malaria causes symptoms that typically include fever and headache, which in severe cases can progress to coma or death.;1;Malaria;disease;Unknown;[]
wiki_partially;1593;Malaria causes symptoms that typically include fever and headache, which in severe cases can progress to coma or death.;2;fever;disease;D005334;['C0015967']
wiki_partially;1593;Malaria causes symptoms that typically include fever and headache, which in severe cases can progress to coma or death.;3;headache;disease;D006261;['C0018681', 'C0423623', 'C0474366', 'C0028838', 'C0751189', 'C0751186', 'C0751187', 'C0751190', 'C0423618', 'C0877781', 'C0751192']
wiki_partially;1593;Malaria causes symptoms that typically include fever and headache, which in severe cases can progress to coma or death.;4;coma;disease;C537423;['C0543874', 'C3489733']
wiki_partially;1594;He died on April 23, 1983 of a heart attack after tripping over a wastebasket in his Scottsdale, Arizona home.;1;heart attack;disease;D009203;['C0027051']
wiki_partially;1595;"Sande died of an apparent anorexia in 1957, after a long fast when she was 20; at the time of her death, she weighed only 60 pounds.";1;anorexia;disease;D000856;['C0003125']
wiki_partially;1598;The disease takes its name from the Latin word Lepra, which means ''scaly'', while the term ''Hansen's disease'' is named after the physician Gerhard Armauer Hansen.;1;Hansen's disease;disease;D007918;['C0023343']
wiki_partially;1599;The first symptom of leprosy which is most obvious is excess eye fluid.;1;leprosy;disease;D007918;['C0023343']
wiki_partially;1600;An intracellular, acid-fast bacterium, M. leprae is aerobic and rod-shaped, and is surrounded by the waxy cell membrane coating characteristic of the Mycobacterium genus.;1;M. leprae;species;Unknown;[]
wiki_partially;1600;An intracellular, acid-fast bacterium, M. leprae is aerobic and rod-shaped, and is surrounded by the waxy cell membrane coating characteristic of the Mycobacterium genus.;2;Mycobacterium genus;species;Unknown;[]
wiki_partially;1601;"Leprosy is primarily a granulomatous disease of the peripheral nerves and mucosa of the upper respiratory tract; skin lesions are the primary external sign.";1;Leprosy;disease;D007918;['C0023343']
wiki_partially;1601;"Leprosy is primarily a granulomatous disease of the peripheral nerves and mucosa of the upper respiratory tract; skin lesions are the primary external sign.";2;granulomatous disease of the peripheral nerves and mucosa of the upper respiratory tract;disease;Unknown;[]
wiki_partially;1601;"Leprosy is primarily a granulomatous disease of the peripheral nerves and mucosa of the upper respiratory tract; skin lesions are the primary external sign.";3;skin lesions;disease;Unknown;[]
wiki_partially;1602;"Contrary to folklore, leprosy does not cause body parts to fall off, although they can become numb or diseased as a result of secondary infections; these occur as a result of the body's defenses being compromised by the primary disease.";1;leprosy;disease;D007918;['C0023343']
wiki_partially;1604;Globally in 2012 the number of cases of leprosy was 180,000, having decreased a great deal since the 1960s.;1;leprosy;disease;D007918;['C0023343']
wiki_partially;1605;Several genes have been associated with a susceptibility to leprosy.;1;leprosy;disease;D007918;['C0023343']
wiki_partially;1606;Leprosy has been associated with social stigma for much of history, which remains a barrier to self-reporting and early treatment.;1;Leprosy;disease;D007918;['C0023343']
wiki_partially;1607;While much less common than elimination by vote, medical conditions, such as injury or infection, have eliminated several contestants.;1;injury;disease;D014947;['C0043250', 'C3263723', 'C0043251', 'C4046002']
wiki_partially;1608;Brecht's subsequent commentary on those events, however, offered a very different assessment-in one of the poems in the Elegies, ''Die Lösung'' (The Solution), a disillusioned Brecht writes: Brecht died on 14 August 1956 of a heart attack at the age of 58.;1;heart attack;disease;D009203;['C0027051']
wiki_partially;1610;There is no recognized etiology for infantilism and little research on the subject.;1;infantilism;disease;Unknown;[]
wiki_partially;1615;Lope de Vega took to his bed and died of Scarlet fever, in Madrid, on 27 August of that year.;1;Scarlet fever;disease;D012541;['C0036285']
wiki_partially;1620;In May 1878, Dostoyevsky's three-year-old son Alyosha died of epilepsy, a condition inherited from his father.;1;epilepsy;disease;D004827;['C0086237', 'C0014544', 'C0236018', 'C0751111']
wiki_partially;1621;The symptoms of dissociative amnesia, dissociative fugue and depersonalization disorder are subsumed under the DID diagnosis and are not diagnosed separately.;1;dissociative amnesia;disease;D000647;['C0002622', 'C0236795', 'C0262497', 'C0233750', 'C0750906', 'C0233796', 'C0750907']
wiki_partially;1621;The symptoms of dissociative amnesia, dissociative fugue and depersonalization disorder are subsumed under the DID diagnosis and are not diagnosed separately.;2;dissociative fugue;disease;D004213;['C0012746', 'C0020703', 'C0086168']
wiki_partially;1621;The symptoms of dissociative amnesia, dissociative fugue and depersonalization disorder are subsumed under the DID diagnosis and are not diagnosed separately.;3;depersonalization disorder;disease;Unknown;[]
wiki_partially;1622;"A majority of those diagnosed with DID meet the criteria for DSM axis II personality disorders such as borderline personality disorder; a significant minority meet the criteria for avoidant personality disorder and other personality disorders.";1;DID;disease;Unknown;[]
wiki_partially;1622;"A majority of those diagnosed with DID meet the criteria for DSM axis II personality disorders such as borderline personality disorder; a significant minority meet the criteria for avoidant personality disorder and other personality disorders.";2;DSM axis II personality disorders;disease;D010554;['C0021124', 'C0031212', 'C0003944', 'C0021139', 'C0004444', 'C0027402']
wiki_partially;1622;"A majority of those diagnosed with DID meet the criteria for DSM axis II personality disorders such as borderline personality disorder; a significant minority meet the criteria for avoidant personality disorder and other personality disorders.";3;borderline personality disorder;disease;D001883;['C0006012']
wiki_partially;1622;"A majority of those diagnosed with DID meet the criteria for DSM axis II personality disorders such as borderline personality disorder; a significant minority meet the criteria for avoidant personality disorder and other personality disorders.";4;personality disorder;disease;D010554;['C0021124', 'C0031212', 'C0003944', 'C0021139', 'C0004444', 'C0027402']
wiki_partially;1622;"A majority of those diagnosed with DID meet the criteria for DSM axis II personality disorders such as borderline personality disorder; a significant minority meet the criteria for avoidant personality disorder and other personality disorders.";5;personality disorders;disease;D010554;['C0021124', 'C0031212', 'C0003944', 'C0021139', 'C0004444', 'C0027402']
wiki_partially;1623;According to the fifth Diagnostic and Statistical Manual of Mental Disorders (DSM), DID includes ''the presence of two or more distinct identities or personality states'' that alternate control of the individual's behavior, accompanied by the inability to recall personal information beyond what is expected through normal forgetfulness.;1;forgetfulness;disease;Unknown;[]
wiki_partially;1624;DID is one of the most controversial psychiatric disorders with no clear consensus regarding its diagnosis or treatment.;1;DID;disease;Unknown;[]
wiki_partially;1624;DID is one of the most controversial psychiatric disorders with no clear consensus regarding its diagnosis or treatment.;2;psychiatric disorders;disease;D001523;['C0004930', 'C0004936', 'C0376338', 'C4046029']
wiki_partially;1625;The large number of symptoms presented by individuals diagnosed with DID has led to some clinicians to suggest that, rather than being a separate disorder, diagnosis of DID is actually an indication of the severity of the other disorders diagnosed in the patient.;1;DID;disease;Unknown;[]
wiki_partially;1625;The large number of symptoms presented by individuals diagnosed with DID has led to some clinicians to suggest that, rather than being a separate disorder, diagnosis of DID is actually an indication of the severity of the other disorders diagnosed in the patient.;2;DID;disease;Unknown;[]
wiki_partially;1627;Most dissociative disorder cases have co-morbid mental disorders, with an average of 8 axis I and 4.5 axis II DSM diagnoses.;1;dissociative disorder;disease;D004213;['C0012746', 'C0020703', 'C0086168']
wiki_partially;1627;Most dissociative disorder cases have co-morbid mental disorders, with an average of 8 axis I and 4.5 axis II DSM diagnoses.;2;mental disorders;disease;D001523;['C0004930', 'C0004936', 'C0376338', 'C4046029']
wiki_partially;1628;Co-morbid disorders can include substance abuse, eating disorders, anxiety, posttraumatic stress disorder (PTSD) and personality disorders.;1;substance abuse;disease;D019966;['C0013146', 'C0740858', 'C0038580', 'C1510472', 'C0013222', 'C0038586', 'C0029231', 'C0013170', 'C0236969', 'C4316881']
wiki_partially;1628;Co-morbid disorders can include substance abuse, eating disorders, anxiety, posttraumatic stress disorder (PTSD) and personality disorders.;2;eating disorders;disease;D001068;['C0003621', 'C4042784', 'C0013473', 'C0854145']
wiki_partially;1628;Co-morbid disorders can include substance abuse, eating disorders, anxiety, posttraumatic stress disorder (PTSD) and personality disorders.;3;anxiety;disease;Unknown;[]
wiki_partially;1628;Co-morbid disorders can include substance abuse, eating disorders, anxiety, posttraumatic stress disorder (PTSD) and personality disorders.;4;posttraumatic stress disorder;disease;D013313;['C0038436', 'C0747767', 'C0730525', 'C1136393', 'C4505439']
wiki_partially;1628;Co-morbid disorders can include substance abuse, eating disorders, anxiety, posttraumatic stress disorder (PTSD) and personality disorders.;5;PTSD;disease;D013313;['C0038436', 'C0747767', 'C0730525', 'C1136393', 'C4505439']
wiki_partially;1628;Co-morbid disorders can include substance abuse, eating disorders, anxiety, posttraumatic stress disorder (PTSD) and personality disorders.;6;personality disorders;disease;D010554;['C0021124', 'C0031212', 'C0003944', 'C0021139', 'C0004444', 'C0027402']
wiki_partially;1629;Paris Green was heavily sprayed by airplane in Italy, Sardinia, and Corsica during 1944 and in Italy in 1945 to control malaria.;1;malaria;disease;Unknown;[]
wiki_partially;1631;"If a potential donor is found to have anti-D antibodies or any strong atypical blood group antibody by antibody screening in the blood bank, they would not be accepted as a donor (or in some blood banks the blood would be drawn but the product would need to be appropriately labeled); therefore, donor blood plasma issued by a blood bank can be selected to be free of D antibodies and free of other atypical antibodies, and such donor plasma issued from a blood bank would be suitable for a recipient who may be D positive or D negative, as long as blood plasma and the recipient are ABO compatible.";1;anti-D antibodies;gene;Unknown;[]
wiki_partially;1631;"If a potential donor is found to have anti-D antibodies or any strong atypical blood group antibody by antibody screening in the blood bank, they would not be accepted as a donor (or in some blood banks the blood would be drawn but the product would need to be appropriately labeled); therefore, donor blood plasma issued by a blood bank can be selected to be free of D antibodies and free of other atypical antibodies, and such donor plasma issued from a blood bank would be suitable for a recipient who may be D positive or D negative, as long as blood plasma and the recipient are ABO compatible.";2;D antibodies;gene;Unknown;[]
wiki_partially;1631;"If a potential donor is found to have anti-D antibodies or any strong atypical blood group antibody by antibody screening in the blood bank, they would not be accepted as a donor (or in some blood banks the blood would be drawn but the product would need to be appropriately labeled); therefore, donor blood plasma issued by a blood bank can be selected to be free of D antibodies and free of other atypical antibodies, and such donor plasma issued from a blood bank would be suitable for a recipient who may be D positive or D negative, as long as blood plasma and the recipient are ABO compatible.";3;ABO;gene;Unknown;[]
wiki_partially;1634;(In addition, Simone received a diagnosis of bipolar disorder in the late 1980s).;1;bipolar disorder;disease;Unknown;[]
wiki_partially;1635;Mild zinc deficiency depresses immunity, although excessive zinc does also.;1;zinc deficiency;disease;Unknown;[]
wiki_partially;1635;Mild zinc deficiency depresses immunity, although excessive zinc does also.;2;zinc;drug;Unknown;[]
wiki_partially;1635;Mild zinc deficiency depresses immunity, although excessive zinc does also.;3;zinc;drug;Unknown;[]
wiki_partially;1636;Stomach acid contains hydrochloric acid, in which metallic zinc dissolves readily to give corrosive zinc chloride.;1;hydrochloric acid;drug;Unknown;[]
wiki_partially;1636;Stomach acid contains hydrochloric acid, in which metallic zinc dissolves readily to give corrosive zinc chloride.;2;zinc;drug;Unknown;[]
wiki_partially;1636;Stomach acid contains hydrochloric acid, in which metallic zinc dissolves readily to give corrosive zinc chloride.;3;zinc chloride;drug;Unknown;[]
wiki_partially;1637;There is evidence of induced copper deficiency in those taking 100-300 mg of zinc daily.;1;copper deficiency;disease;Unknown;[]
wiki_partially;1637;There is evidence of induced copper deficiency in those taking 100-300 mg of zinc daily.;2;copper;drug;D003300;['C0009968']
wiki_partially;1637;There is evidence of induced copper deficiency in those taking 100-300 mg of zinc daily.;3;zinc;drug;Unknown;[]
wiki_partially;1642;Because hypophosphorous acid can reduce elemental iodine to form hydroiodic acid, which is a reagent effective for reducing ephedrine or pseudoephedrine to methamphetamine, the United States Drug Enforcement Administration designated hypophosphorous acid (and its salts) as a List I precursor chemical effective November 16, 2001.;1;hypophosphorous acid;drug;Unknown;[]
wiki_partially;1642;Because hypophosphorous acid can reduce elemental iodine to form hydroiodic acid, which is a reagent effective for reducing ephedrine or pseudoephedrine to methamphetamine, the United States Drug Enforcement Administration designated hypophosphorous acid (and its salts) as a List I precursor chemical effective November 16, 2001.;2;iodine;drug;Unknown;[]
wiki_partially;1642;Because hypophosphorous acid can reduce elemental iodine to form hydroiodic acid, which is a reagent effective for reducing ephedrine or pseudoephedrine to methamphetamine, the United States Drug Enforcement Administration designated hypophosphorous acid (and its salts) as a List I precursor chemical effective November 16, 2001.;3;hydroiodic acid;drug;Unknown;[]
wiki_partially;1642;Because hypophosphorous acid can reduce elemental iodine to form hydroiodic acid, which is a reagent effective for reducing ephedrine or pseudoephedrine to methamphetamine, the United States Drug Enforcement Administration designated hypophosphorous acid (and its salts) as a List I precursor chemical effective November 16, 2001.;4;ephedrine;drug;D004809;['C0014479', 'C1569510', 'C0304425', 'C1569511', 'C0304426']
wiki_partially;1642;Because hypophosphorous acid can reduce elemental iodine to form hydroiodic acid, which is a reagent effective for reducing ephedrine or pseudoephedrine to methamphetamine, the United States Drug Enforcement Administration designated hypophosphorous acid (and its salts) as a List I precursor chemical effective November 16, 2001.;5;pseudoephedrine;drug;Unknown;[]
wiki_partially;1642;Because hypophosphorous acid can reduce elemental iodine to form hydroiodic acid, which is a reagent effective for reducing ephedrine or pseudoephedrine to methamphetamine, the United States Drug Enforcement Administration designated hypophosphorous acid (and its salts) as a List I precursor chemical effective November 16, 2001.;6;methamphetamine;drug;D008694;['C0025611', 'C0282233', 'C0728809', 'C1563837']
wiki_partially;1642;Because hypophosphorous acid can reduce elemental iodine to form hydroiodic acid, which is a reagent effective for reducing ephedrine or pseudoephedrine to methamphetamine, the United States Drug Enforcement Administration designated hypophosphorous acid (and its salts) as a List I precursor chemical effective November 16, 2001.;7;hypophosphorous acid (and its salts;drug;Unknown;[]
wiki_partially;1643;An infectious tumor-causing disease, fibropapillomatosis, is also a problem in some populations.;1;tumor;disease;Unknown;[]
wiki_partially;1643;An infectious tumor-causing disease, fibropapillomatosis, is also a problem in some populations.;2;fibropapillomatosis;disease;Unknown;[]
wiki_partially;1644;Meditation is often used to clear the mind and ease many health issues, such as high blood pressure, depression, and anxiety.;1;depression;disease;Unknown;[]
wiki_partially;1644;Meditation is often used to clear the mind and ease many health issues, such as high blood pressure, depression, and anxiety.;2;anxiety;disease;Unknown;[]
wiki_partially;1648;The idea to overlap these senses comes from the natural condition synaesthesia.;1;synaesthesia;disease;C562460;['C0233778']
wiki_partially;1651;In early 1959 Holiday had cirrhosis of the liver.;1;cirrhosis of the liver;disease;D005355;['C0016059', 'C1623038']
wiki_partially;1667;Instances of arsenic poisoning have occurred after use of arsenic-containing homeopathic preparations.;1;arsenic poisoning;disease;D020261;['C0311375', 'C0274861', 'C0751851', 'C0274862', 'C0751852']
wiki_partially;1667;Instances of arsenic poisoning have occurred after use of arsenic-containing homeopathic preparations.;2;arsenic;drug;Unknown;[]
wiki_partially;1667;Instances of arsenic poisoning have occurred after use of arsenic-containing homeopathic preparations.;3;arsenic;drug;Unknown;[]
wiki_partially;1669;Cocteau died of a heart attack at his chateau in Milly-la-Forêt, Essonne, France, on 11 October 1963 at the age of 74.;1;heart attack;disease;D009203;['C0027051']
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;1;MRSA;species;Unknown;[]
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;2;Staphylococcus aureus;species;Unknown;[]
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;3;beta-lactam;drug;D047090;['C1956426', 'C1956425', 'C0282215']
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;4;penicillins;drug;D010406;['C0030842', 'C0220892']
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;5;methicillin;drug;Unknown;[]
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;6;dicloxacillin;drug;D004009;['C0012093', 'C0887422', 'C1569292', 'C0887423', 'C1569297', 'C1569296', 'C1569294', 'C1569291', 'C1569298', 'C1569293', 'C0013350', 'C1569295', 'C0720106']
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;7;nafcillin;drug;Unknown;[]
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;8;oxacillin;drug;D010068;['C0029983', 'C0037536', 'C0733818', 'C0887025']
wiki_partially;1670;MRSA is any strain of Staphylococcus aureus that has developed, through the process of natural selection, resistance to beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the cephalosporins.;9;cephalosporins;drug;D002511;['C3536856', 'C0282531']
wiki_partially;1671;Staphylococcus bacteria account for almost half of all UK hospital infections.;1;Staphylococcus;species;Unknown;[]
wiki_partially;1672;But some CA-MRSA strains display enhanced virulence, spreading more rapidly and causing illness much more severe than traditional healthcare-associated (HA -) MRSA infections, and they can affect vital organs and lead to widespread infection (sepsis), toxic shock syndrome, and necrotizing (''flesh-eating'') pneumonia.;1;MRSA;species;Unknown;[]
