origin;sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs;BERN_CUI_semtypes;BERN_CUI_to_CHV_ID;BERN_CHV_terms;BERN_CHV_freq_scores;exact_match_CUIs;exact_match_CUI_semtypes;exact_match_CUI_to_CHV_ID;exact_match_CHV_terms;exact_match_CHV_freq_scores;qumls_CUIs;qumls_extracted_ngrams;qumls_matched_terms;qumls_CUI_semtypes;qumls_CUI_to_CHV_ID;qumls_CHV_terms;qumls_CHV_freq_scores
wiki_partially;114;An uncle of a pupil who died in the rail accident suffered a heart attack due to the hot weather and later died.;1;heart attack;disease;D009203;['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];['heart attack'];['heart attack'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]]
wiki_partially;120;"However, most studies have found no evidence of impairment in autistic individuals' ability to understand other people's basic intentions or goals; instead, data suggests that impairments are found in understanding more complex social emotions or in considering others' viewpoints.";1;autistic;disease;D001321;['C0004352'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000001598']];[['autism']];[[0.460410744]];['C0004352'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000001598']];[['autism']];[[0.460410744]];['C0004352'];['autistic'];['autistic'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000001598']];[['autism']];[[0.460410744]]
wiki_partially;123;In humans, the sole requirement is having an adult height under 147 cm (4 ft 10 in) and it is almost always classified with respect to the underlying condition that is the cause of the short stature.;1;short stature;disease;Unknown;[];[];[];[];[];['C0349588', 'C0013336', 'C2919142'];[{'T033': 'Finding'}, {'T019': 'Congenital Abnormality'}, {'T033': 'Finding'}];[['0000031268'], ['0000004192', '0000037167'], []];[['short stature'], ['short stature', 'constitutional short stature'], []];[[0.596827102], [0.596827102, -1.0], []];['C0349588', 'C2919142'];['short stature', 'short stature'];['short stature', 'Short stature'];[{'T033': 'Finding'}, {'T033': 'Finding'}];[['0000031268'], []];[['short stature'], []];[[0.596827102], []]
wiki_partially;124;In the United States, Canada, the United Kingdom, and other English-speaking countries, many people with dwarfism prefer to be called little people.;1;dwarfism;disease;D004392;['C0013336'];[{'T019': 'Congenital Abnormality'}];[['0000004192', '0000037167']];[['short stature', 'constitutional short stature']];[[0.596827102, -1.0]];['C0013336'];[{'T019': 'Congenital Abnormality'}];[['0000004192', '0000037167']];[['short stature', 'constitutional short stature']];[[0.596827102, -1.0]];[];[];[];[];[];[];[]
wiki_partially;136;Surveys of plague pit remains in France and England indicate the first variant entered Europe through the port of Marseille around November 1347 and spread through France over the next two years, eventually reaching England in the spring of 1349, where it spread through the country in three epidemics.;1;plague;disease;D010930;['C0032064', 'C0282312', 'C0524687', 'C0524688', 'C0917716', 'C0152936'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000009787'], ['0000027549'], [], ['0000038320'], [], []];[['plague'], ['bubonic plague'], [], ['pneumonic plague'], [], []];[[0.649252267], [0.474154406], [], [0.36520234], [], []];['C0032064', 'C0032066'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000009787']];[['plague']];[[0.649252267]];['C0032064', 'C0032066', 'C0032064'];['plague', 'plague', 'plague'];['plague', 'plague', 'plagues'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}, {'T047': 'Disease or Syndrome'}];[['0000009787'], ['0000009787']];[['plague'], ['plague']];[[0.649252267], [0.649252267]]
wiki_partially;139;The Third plague pandemic (1855-1959) started in China in the middle of the 19th century, spreading to all inhabited continents and killing 10 million people in India alone.;1;plague;disease;D010930;['C0032064', 'C0282312', 'C0524687', 'C0524688', 'C0917716', 'C0152936'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000009787'], ['0000027549'], [], ['0000038320'], [], []];[['plague'], ['bubonic plague'], [], ['pneumonic plague'], [], []];[[0.649252267], [0.474154406], [], [0.36520234], [], []];['C0032064', 'C0032066'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000009787']];[['plague']];[[0.649252267]];['C0032064', 'C0032066', 'C0032064'];['plague', 'plague', 'plague'];['plague', 'plague', 'plagues'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}, {'T047': 'Disease or Syndrome'}];[['0000009787'], ['0000009787']];[['plague'], ['plague']];[[0.649252267], [0.649252267]]
wiki_partially;146;He suffered a stroke on the road between Delden and Nordhorn on 9 June 1727, and was taken by carriage to the Prince-Bishop's palace at Osnabrück where he died in the early hours of 11 June 1727.;1;stroke;disease;D020521;['C0038454', 'C0751956'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000011781'], ['0000048516']];[['stroke'], ['acute stroke']];[[0.799621631], [0.612045288]];['C0038454'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]];['C0038454'];['stroke'];['stroke'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]]
wiki_partially;161;It was expected that the guppies would eat the mosquito larvae and help slow the spread of malaria, but in many cases, these guppies have had a negative impact on native fish populations.;1;malaria;disease;Unknown;[];[];[];[];[];['C0024530', 'C2984572', 'C3541306', 'C0206255'];[{'T047': 'Disease or Syndrome'}, {'T169': 'Functional Concept'}, {'T059': 'Laboratory Procedure'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000033395', '0000007684']];[['malarial fever', 'malaria']];[[-1.0, 0.521907095]];['C0024530', 'C0206255', 'C0024530', 'C1744563'];['malaria', 'malaria', 'malaria', 'malaria'];['malaria', 'malaria', 'malarias', 'malari'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}, {'T047': 'Disease or Syndrome'}, {'T023': 'Body Part, Organ, or Organ Component'}];[['0000033395', '0000007684'], ['0000033395', '0000007684']];[['malarial fever', 'malaria'], ['malarial fever', 'malaria']];[[-1.0, 0.521907095], [-1.0, 0.521907095]]
wiki_partially;163;In an ischemic stroke, blood supply to part of the brain is decreased, leading to dysfunction of the brain tissue in that area.;1;ischemic stroke;disease;Unknown;[];[];[];[];[];['C0948008'];[{'T047': 'Disease or Syndrome'}];[['0000053204']];[['ischemic stroke']];[[0.545770664]];['C0948008'];['ischemic stroke'];['ischemic stroke'];[{'T047': 'Disease or Syndrome'}];[['0000053204']];[['ischemic stroke']];[[0.545770664]]
wiki_partially;165;"A scoring system called ROSIER (recognition of stroke in the emergency room) is recommended for this purpose; it is based on features from the medical history and physical examination.";1;stroke;disease;D020521;['C0038454', 'C0751956'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000011781'], ['0000048516']];[['stroke'], ['acute stroke']];[[0.799621631], [0.612045288]];['C0038454'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]];['C0038454'];['stroke'];['stroke'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]]
wiki_partially;166;High blood pressure is the most important modifiable risk factor of stroke.;1;stroke;disease;D020521;['C0038454', 'C0751956'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000011781'], ['0000048516']];[['stroke'], ['acute stroke']];[[0.799621631], [0.612045288]];['C0038454'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]];['C0038454'];['stroke'];['stroke'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]]
wiki_partially;173;Premature infants are at greater risk for short and long term complications, including disabilities and impediments in growth and mental development.;1;disabilities and impediments in growth and mental development;disease;Unknown;[];[];[];[];[];[];[];[];[];[];['C0599735', 'C0231170', 'C0018270', 'C0220844', 'C0018270'];['and mental development', 'disabilities', 'growth', 'growth', 'growth'];['mental development', 'disabilities', 'growth', 'growth', 'growths'];[{'T041': 'Mental Process'}, {'T033': 'Finding'}, {'T040': 'Organism Function'}, {'T039': 'Physiologic Function'}, {'T040': 'Organism Function'}];[['0000022609']];[['disability']];[[0.769752634]]
wiki_partially;181;Clinical psychologists provide psychotherapy, psychological testing, and diagnosis of mental illness.;1;mental illness;disease;D001523;['C0004930', 'C0004936', 'C0376338', 'C4046029'];[{'T048': 'Mental or Behavioral Dysfunction'}, {'T048': 'Mental or Behavioral Dysfunction'}, {'T048': 'Mental or Behavioral Dysfunction'}, {'T048': 'Mental or Behavioral Dysfunction'}];[['0000001752'], ['0000001755', '0000043034'], ['0000031744'], []];[['behavior disorder'], ['mental illness', 'mental dysfunction'], ['psychiatric diagnosis'], []];[[0.592972624], [0.767621331, -1.0], [-1.0], []];['C0004936'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000001755', '0000043034']];[['mental illness', 'mental dysfunction']];[[0.767621331, -1.0]];['C0004936'];['mental illness'];['mental illness'];[{'T048': 'Mental or Behavioral Dysfunction'}];[['0000001755', '0000043034']];[['mental illness', 'mental dysfunction']];[[0.767621331, -1.0]]
wiki_partially;187;Normally a gamete (sperm or egg) carries a full set of chromosomes that includes a single copy of each chromosome, as aneuploidy generally leads to severe genetic disease in the offspring.;1;aneuploidy;disease;D000782;['C0002938', 'C1257910'];[{'T049': 'Cell or Molecular Dysfunction'}, {'T025': 'Cell'}];[['0000001159']];[['aneuploidy']];[[0.132906338]];['C0002938'];[{'T049': 'Cell or Molecular Dysfunction'}];[['0000001159']];[['aneuploidy']];[[0.132906338]];[];[];[];[];[];[];[]
wiki_partially;188;Lung volume reduction surgery involves removing the parts of the lung most damaged by emphysema allowing the remaining, relatively good lung to expand and work better.;1;emphysema;disease;D004646;['C0013990'];[{'T046': 'Pathologic Function'}];[['0000004398']];[['abnormal collection of air in tissues']];[[-1.0]];['C0034067', 'C0013990'];[{'T047': 'Disease or Syndrome'}, {'T046': 'Pathologic Function'}];[['0000010388'], ['0000004398']];[['lung emphysema'], ['abnormal collection of air in tissues']];[[-1.0], [-1.0]];['C0013990', 'C0034067'];['emphysema', 'emphysema'];['emphysema', 'emphysema'];[{'T046': 'Pathologic Function'}, {'T047': 'Disease or Syndrome'}];[['0000004398'], ['0000010388']];[['abnormal collection of air in tissues'], ['lung emphysema']];[[-1.0], [-1.0]]
wiki_partially;206;Unless they also have another sleep disorder, their sleep is of normal quality.;1;sleep disorder;disease;D012893;['C0851578', 'C0751510', 'C0751508', 'C0751509', 'C0751511', 'C4042891'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T048': 'Mental or Behavioral Dysfunction'}];[[], [], [], [], [], []];[[], [], [], [], [], []];[[], [], [], [], [], []];['C0851578', 'C0037317'];[{'T047': 'Disease or Syndrome'}, {'T184': 'Sign or Symptom'}];[[], ['0000011416']];[[], ['sleep disorder']];[[], [0.721097332]];['C0037317', 'C0851578', 'C0037317', 'C0851578'];['sleep disorder', 'sleep disorder', 'sleep disorder', 'sleep disorder'];['sleep disorder', 'sleep disorder', 'sleep disorders', 'sleep disorders'];[{'T184': 'Sign or Symptom'}, {'T047': 'Disease or Syndrome'}, {'T184': 'Sign or Symptom'}, {'T047': 'Disease or Syndrome'}];[['0000011416'], [], ['0000011416'], []];[['sleep disorder'], [], ['sleep disorder'], []];[[0.721097332], [], [0.721097332], []]
wiki_partially;208;She returned to Australia but died in St Vincent's Hospital, Sydney in 1931, aged 69, of septicemia which had developed after facial surgery in Europe some time before.;1;septicemia;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T046': 'Pathologic Function'}];[['0000025081'], [], ['0000011211'], ['0000010434']];[['sepsis'], [], ['blood poisoning'], ['pyemia']];[[0.274114896], [], [0.799396014], [-1.0]];['C0036690', 'C0243026'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000011211'], ['0000025081']];[['blood poisoning'], ['sepsis']];[[0.799396014], [0.274114896]];['C0036690'];['septicemia'];['septicemia'];[{'T047': 'Disease or Syndrome'}];[['0000011211']];[['blood poisoning']];[[0.799396014]]
wiki_partially;221;These phenomena are believed to occur no more frequently than in 1% to 2% of persons with type 1 diabetes.;1;type 1 diabetes;disease;D003922;['C0342302', 'C0011854', 'C3837958', 'C0205734'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000030751'], ['0000003835'], [], ['0000020700']];[['brittle diabetes'], ['insulin dependent diabetes'], [], ['autoimmune diabetes']];[[0.513878683], [0.672063514], [], [-1.0]];['C0011854'];[{'T047': 'Disease or Syndrome'}];[['0000003835']];[['insulin dependent diabetes']];[[0.672063514]];['C0011854'];['type 1 diabetes'];['type 1 diabetes'];[{'T047': 'Disease or Syndrome'}];[['0000003835']];[['insulin dependent diabetes']];[[0.672063514]]
wiki_partially;222;About 20-50% of affected women develop type 2 diabetes later in life.;1;type 2 diabetes;disease;D003924;['C0011860'];[{'T047': 'Disease or Syndrome'}];[['0000003837']];[['type 2 diabetes mellitus']];[[0.620919639]];['C0011860'];[{'T047': 'Disease or Syndrome'}];[['0000003837']];[['type 2 diabetes mellitus']];[[0.620919639]];['C0011860'];['type 2 diabetes'];['type 2 diabetes'];[{'T047': 'Disease or Syndrome'}];[['0000003837']];[['type 2 diabetes mellitus']];[[0.620919639]]
wiki_partially;232;After suffering a stroke on January 4, 2006, Sharon remained in a permanent vegetative state until his death in January 2014, Sharon was born on February 26, 1928 in Kfar Malal, an agricultural moshav, then in the British Mandate of Palestine, to Shmuel Scheinerman (1896-1956) of Brest-Litovsk and Vera (née Schneirov) Scheinerman (1900-1988) of Mogilev.;1;stroke;disease;D020521;['C0038454', 'C0751956'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000011781'], ['0000048516']];[['stroke'], ['acute stroke']];[[0.799621631], [0.612045288]];['C0038454'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]];['C0038454'];['stroke'];['stroke'];[{'T047': 'Disease or Syndrome'}];[['0000011781']];[['stroke']];[[0.799621631]]
wiki_partially;233;Later he attempted to join the military but was prevented from doing so by medical problems associated with tuberculosis, with which he was diagnosed in 1917.;1;tuberculosis;disease;D014376;['C0041296'];[{'T047': 'Disease or Syndrome'}];[['0000012630', '0000035326']];[['tuberculosis (TB)', 'tuberculous']];[[-1.0, 0.118189908]];['C0041296'];[{'T047': 'Disease or Syndrome'}];[['0000012630', '0000035326']];[['tuberculosis (TB)', 'tuberculous']];[[-1.0, 0.118189908]];['C0041296'];['tuberculosis'];['tuberculosis'];[{'T047': 'Disease or Syndrome'}];[['0000012630', '0000035326']];[['tuberculosis (TB)', 'tuberculous']];[[-1.0, 0.118189908]]
wiki_partially;234;Perlman contracted polio at age four.;1;polio;disease;D011051;['C0032371', 'C1527258', 'C0751445', 'C0751446', 'C0751447'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000009892'], [], ['0000048436'], [], []];[['polio'], [], ['polioencephalitis'], [], []];[[0.573991483], [], [-1.0], [], []];['C0032371'];[{'T047': 'Disease or Syndrome'}];[['0000009892']];[['polio']];[[0.573991483]];['C0032371'];['polio'];['polio'];[{'T047': 'Disease or Syndrome'}];[['0000009892']];[['polio']];[[0.573991483]]
wiki_partially;241;It is thought the leopard has erythrism, a little-understood genetic condition that's thought to cause either an overproduction of red pigments or an underproduction of dark pigments Fossils of early leopard ancestors have been found in East Africa and South Asia from the Pleistocene of 2 to 3.5 Ma.;1;erythrism;disease;Unknown;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
wiki_partially;245;His family received a posthumous award for his courage and heroism during the great yellow fever epidemic of 1871 that hit the city of Buenos Aires and resulted in Sinforoso Amoedo's death on April 23, 1871.;1;yellow fever;disease;D015004;['C0043395'];[{'T047': 'Disease or Syndrome'}];[['0000013250']];[['yellow fever']];[[0.667029129]];['C0043395', 'C0301508'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000013250']];[['yellow fever']];[[0.667029129]];['C0043395', 'C0301508', 'C0043395'];['yellow fever', 'yellow fever', 'yellow fever'];['yellow fever', 'yellow fever', 'Yellow fever'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}, {'T047': 'Disease or Syndrome'}];[['0000013250'], ['0000013250']];[['yellow fever'], ['yellow fever']];[[0.667029129], [0.667029129]]
wiki_partially;249;Over the following two years, (1943-1945) Kolff used his machine to treat 16 patients suffering from acute kidney failure, but the results were unsuccessful.;1;acute kidney failure;disease;D058186;['C1565662', 'C2609414', 'C0022660'];[{'T047': 'Disease or Syndrome'}, {'T037': 'Injury or Poisoning'}, {'T047': 'Disease or Syndrome'}];[[], [], ['0000007091']];[[], [], ['acute renal failure']];[[], [], [0.66125895]];['C0022660'];[{'T047': 'Disease or Syndrome'}];[['0000007091']];[['acute renal failure']];[[0.66125895]];['C0022660'];['acute kidney failure'];['acute kidney failure'];[{'T047': 'Disease or Syndrome'}];[['0000007091']];[['acute renal failure']];[[0.66125895]]
wiki_partially;253;This form of anthrax is the rarest form.;1;anthrax;disease;D000881;['C0003175'];[{'T047': 'Disease or Syndrome'}];[['0000001246']];[['anthrax disease']];[[-1.0]];['C0003175', 'C0007078', 'C0004589', 'C1254288', 'C0358297'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T007': 'Bacterium'}, {'T204': 'Eukaryote'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000001246'], ['0000002411']];[['anthrax disease'], ['carbuncle']];[[-1.0], [0.240679443]];['C0003175', 'C0358297'];['anthrax', 'anthrax'];['anthrax', 'anthrax'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000001246']];[['anthrax disease']];[[-1.0]]
wiki_partially;255;Anthrax spores can survive for very long periods of time in the environment after release.;1;Anthrax;disease;D000881;['C0003175'];[{'T047': 'Disease or Syndrome'}];[['0000001246']];[['anthrax disease']];[[-1.0]];['C0003175', 'C0007078', 'C0004589', 'C1254288', 'C0358297'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T007': 'Bacterium'}, {'T204': 'Eukaryote'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000001246'], ['0000002411']];[['anthrax disease'], ['carbuncle']];[[-1.0], [0.240679443]];['C0003175', 'C0358297'];['Anthrax', 'Anthrax'];['Anthrax', 'Anthrax'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000001246']];[['anthrax disease']];[[-1.0]]
wiki_partially;256;A blood sample taken in a sealed container and analyzed in an approved laboratory should be used to ascertain if anthrax is the cause of death.;1;anthrax;disease;D000881;['C0003175'];[{'T047': 'Disease or Syndrome'}];[['0000001246']];[['anthrax disease']];[[-1.0]];['C0003175', 'C0007078', 'C0004589', 'C1254288', 'C0358297'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T007': 'Bacterium'}, {'T204': 'Eukaryote'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000001246'], ['0000002411']];[['anthrax disease'], ['carbuncle']];[[-1.0], [0.240679443]];['C0003175', 'C0358297'];['anthrax', 'anthrax'];['anthrax', 'anthrax'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000001246']];[['anthrax disease']];[[-1.0]]
wiki_partially;260;This form of Anthrax is found most commonly when humans handle infected animals and/or animal products (e.g., the hide of an animal used to make drums).;1;Anthrax;disease;D000881;['C0003175'];[{'T047': 'Disease or Syndrome'}];[['0000001246']];[['anthrax disease']];[[-1.0]];['C0003175', 'C0007078', 'C0004589', 'C1254288', 'C0358297'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T007': 'Bacterium'}, {'T204': 'Eukaryote'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000001246'], ['0000002411']];[['anthrax disease'], ['carbuncle']];[[-1.0], [0.240679443]];['C0003175', 'C0358297'];['Anthrax', 'Anthrax'];['Anthrax', 'Anthrax'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000001246']];[['anthrax disease']];[[-1.0]]
wiki_partially;264;(Karen Krantzcke was an Australian player who died of a heart attack whilst jogging, aged 31, on 11 April 1977) This award is named for the late WTA trailblazer Jerry Diamond and is awarded to the player who gives endlessly to promote the game of tennis on and off the court.;1;heart attack;disease;D009203;['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];['heart attack'];['heart attack'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]]
wiki_partially;273;The ill-prepared and poorly supplied colonists lost over half of its population through a multitude of problems -- including hunger, scurvy, disease and their first bitter winter on the North American mainland.;1;scurvy;disease;Unknown;[];[];[];[];[];['C0036474', 'C1415369'];[{'T047': 'Disease or Syndrome'}, {'T028': 'Gene or Genome'}];[['0000011134']];[['scurvy']];[[0.159142161]];['C0036474'];['scurvy'];['scurvy'];[{'T047': 'Disease or Syndrome'}];[['0000011134']];[['scurvy']];[[0.159142161]]
wiki_partially;274;They were victorious but Winslow contracted yellow fever and died on May 7, 1655 near Jamaica.;1;yellow fever;disease;D015004;['C0043395'];[{'T047': 'Disease or Syndrome'}];[['0000013250']];[['yellow fever']];[[0.667029129]];['C0043395', 'C0301508'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000013250']];[['yellow fever']];[[0.667029129]];['C0043395', 'C0301508', 'C0043395'];['yellow fever', 'yellow fever', 'yellow fever'];['yellow fever', 'yellow fever', 'Yellow fever'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}, {'T047': 'Disease or Syndrome'}];[['0000013250'], ['0000013250']];[['yellow fever'], ['yellow fever']];[[0.667029129], [0.667029129]]
wiki_partially;277;Subunit vaccine is being used for plague immunization.;1;plague;disease;D010930;['C0032064', 'C0282312', 'C0524687', 'C0524688', 'C0917716', 'C0152936'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000009787'], ['0000027549'], [], ['0000038320'], [], []];[['plague'], ['bubonic plague'], [], ['pneumonic plague'], [], []];[[0.649252267], [0.474154406], [], [0.36520234], [], []];['C0032064', 'C0032066'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}];[['0000009787']];[['plague']];[[0.649252267]];['C0032064', 'C0032066', 'C0032064'];['plague', 'plague', 'plague'];['plague', 'plague', 'plagues'];[{'T047': 'Disease or Syndrome'}, {'T121': 'Pharmacologic Substance', 'T129': 'Immunologic Factor'}, {'T047': 'Disease or Syndrome'}];[['0000009787'], ['0000009787']];[['plague'], ['plague']];[[0.649252267], [0.649252267]]
wiki_partially;279;Examples of toxoid-based vaccines include tetanus and diphtheria.;1;diphtheria;disease;Unknown;[];[];[];[];[];['C0012546'];[{'T047': 'Disease or Syndrome'}];[['0000003986']];[['diphtheria']];[[0.290546672]];['C0012546'];['diphtheria'];['diphtheria'];[{'T047': 'Disease or Syndrome'}];[['0000003986']];[['diphtheria']];[[0.290546672]]
wiki_partially;283;He was member of the Bundestag until 29 June 1958, when he died of a heart attack.;1;heart attack;disease;D009203;['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]];['C0027051'];['heart attack'];['heart attack'];[{'T047': 'Disease or Syndrome'}];[['0000008423']];[['heart attack']];[[0.927278218]]
wiki_partially;287;Henry II moved in support of Richard, and Henry the Young King died from dysentery at the end of the campaign.;1;dysentery;disease;D004403;['C0013369'];[{'T047': 'Disease or Syndrome'}];[['0000004203', '0000017297']];[['dysentery', 'infectious diarrhea']];[[0.379107132, 0.376283653]];['C0013369'];[{'T047': 'Disease or Syndrome'}];[['0000004203', '0000017297']];[['dysentery', 'infectious diarrhea']];[[0.379107132, 0.376283653]];['C0013369'];['dysentery'];['dysentery'];[{'T047': 'Disease or Syndrome'}];[['0000004203', '0000017297']];[['dysentery', 'infectious diarrhea']];[[0.379107132, 0.376283653]]
wiki_partially;290;Roberts died of pneumonia at St Omer, France, on 14 November 1914 while visiting Indian troops fighting in the First World War.;1;pneumonia;disease;D011014;['C0032285', 'C0032300', 'C0887898', 'C3714636'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}, {'T050': 'Experimental Model of Disease'}, {'T047': 'Disease or Syndrome'}];[['0000009867'], ['0000009870'], [], ['0000009867', '0000055518']];[['pneumonia'], ['pneumococcal pneumonia'], [], ['pneumonia', 'pulmonitis']];[[0.745931431], [0.423595921], [], [0.745931431, -1.0]];['C0032285'];[{'T047': 'Disease or Syndrome'}];[['0000009867']];[['pneumonia']];[[0.745931431]];['C0032285', 'C3714636'];['pneumonia', 'pneumonia'];['pneumonia', 'pneumonias'];[{'T047': 'Disease or Syndrome'}, {'T047': 'Disease or Syndrome'}];[['0000009867'], ['0000009867', '0000055518']];[['pneumonia'], ['pneumonia', 'pulmonitis']];[[0.745931431], [0.745931431, -1.0]]
