sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
93112;But if she has an AVM leading to a cerebral hemorrhage, we could have missed it.;2;cerebral hemorrhage;disease;D002543;['C2937358']
93116;And her brain herniates and then she dies.;1;brain herniates;disease;Unknown;[]
93125;Three caps of augmentin.;1;augmentin;gene;Unknown;[]
93128;He's allergic to penicillin.;1;penicillin;drug;Unknown;[]
93134;If it's not meningitis, we're risking his life and flushing meds down the toilet.;1;meningitis;disease;D008581;['C0025289', 'C0030167']
93148;Ladies and gentlemen, we have a passenger with a confirmed case of bacterial meningitis.;1;bacterial meningitis;disease;D016920;['C0085437']
93152;Fever, rash, nausea, and in the late stages... tremor in the left hand.;1;Fever;disease;D005334;['C0015967']
93152;Fever, rash, nausea, and in the late stages... tremor in the left hand.;2;rash;disease;D005076;['C0015230']
93152;Fever, rash, nausea, and in the late stages... tremor in the left hand.;3;nausea;disease;D009325;['C0027497']
93152;Fever, rash, nausea, and in the late stages... tremor in the left hand.;4;tremor;disease;D014202;['C0040822', 'C0234376', 'C0234374', 'C0234371', 'C0234381', 'C0234373', 'C0234372', 'C1527384', 'C0235081', 'C0234375', 'C0235082', 'C0235843', 'C0235083', 'C0234377', 'C0235078', 'C0234370', 'C0751564', 'C0234379', 'C0040827', 'C0751565', 'C0149840', 'C0234378']
93157;The good news is, it's not meningitis.;1;meningitis;disease;D008581;['C0025289', 'C0030167']
93160;It's conversion disorder.;1;conversion disorder;disease;D003291;['C0004090', 'C0009946', 'C0017650']
93161;Or commonly known as mass hysteria.;1;mass hysteria;disease;D007046;['C0020701', 'C0086441']
93178;LP was negative.;1;LP;disease;Unknown;[]
93181;Rage is a symptom of mass hysteria.;1;mass hysteria;disease;D007046;['C0020701', 'C0086441']
93191;Could be symptomatic of head trauma.;1;head trauma;disease;D006259;['C0018674', 'C0347536', 'C0518454', 'C0451948', 'C0451981', 'C0555305', 'C0751181', 'C0751182', 'C0751183', 'C0751184']
93192;Cerebral infarction or inter cranial hemorrhage.;1;Cerebral infarction;disease;D002544;['C0007785', 'C0751010', 'C0751011', 'C0751012', 'C0751014', 'C0887799']
93192;Cerebral infarction or inter cranial hemorrhage.;2;inter cranial hemorrhage;disease;Unknown;[]
93197;No bumps, so I think we can rule out head trauma.;1;head trauma;disease;D006259;['C0018674', 'C0347536', 'C0518454', 'C0451948', 'C0451981', 'C0555305', 'C0751181', 'C0751182', 'C0751183', 'C0751184']
93208;He has focal limb paralysis.;1;focal limb paralysis;disease;Unknown;[]
93210;No, by cocaine that was inside the condom, and is now spreading through his digestive tract.;1;cocaine;drug;Unknown;[]
93224;No more sex with cats watching.;1;cats;species;Unknown;[]
93255;And get him some oxygen.;1;oxygen;drug;Unknown;[]
93259;The scopolamine patch was masking the effects of the poison.;1;scopolamine;drug;D012601;['C0729160', 'C0036444', 'C2830166', 'C0036442', 'C1564110', 'C0306494', 'C1564113', 'C0723227', 'C1564112', 'C1564111', 'C0740483']
93269;Your mind convinced your body to get a rash, photophobia, and vomit.;1;rash;disease;D005076;['C0015230']
93269;Your mind convinced your body to get a rash, photophobia, and vomit.;2;photophobia;disease;D020795;['C0085636']
93277;Are you handicap accessible?;1;handicap;disease;Unknown;[]
93329;Ms. Cuddy you're in the next cabin and to the left, 9-C.;1;9-C;drug;Unknown;[]
93334;I also did mescal shooters and snorted cocaine from a homosexual man's stomach.;1;cocaine;drug;Unknown;[]
93337;With the Vicodin and the wine I could sleep anywhere.;1;Vicodin;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
93341;We should do a CT, look for a brain tumor.;1;brain tumor;disease;D001932;['C0006118', 'C0496899', 'C0153633', 'C0750979', 'C0750974', 'C1527390', 'C0750977']
93349;It's also textbook allergic reaction to pollen, peanuts, and the semen-stained polyester blanket he's lying on.;1;polyester;drug;Unknown;[]
93355;Korean male, mid 30s, 5'9'', 160, bald, scar on the right side of his jaw, medic alert bracelet on his left wrist indicating that he's allergic to, at least, penicillin.;1;penicillin;drug;Unknown;[]
93356;Without any way to do an LP or rule out meningococcus, our only choice is to assume the worst.;1;meningococcus;disease;Unknown;[]
93357;On the other hand, I am a board-certified specialist in infectious disease.;1;infectious disease;disease;D003141;['C0009450']
93373;Fettuccine and seafood kebabs in Economy.;1;Fettuccine;drug;Unknown;[]
93384;It's just hard to show clumsiness when you're lying moaning in a fetal position.;1;clumsiness;disease;Unknown;[]
93398;Radiation poisoning accounts for all his symptoms.;1;Radiation poisoning;disease;D011041;['C0032343']
93400;Explains the nausea, abdominal pains, fever, and why you're stuffing your 36Cs into a 34B bra.;1;nausea;disease;D009325;['C0027497']
93400;Explains the nausea, abdominal pains, fever, and why you're stuffing your 36Cs into a 34B bra.;2;abdominal pains;disease;D015746;['C0000737', 'C3888418']
93400;Explains the nausea, abdominal pains, fever, and why you're stuffing your 36Cs into a 34B bra.;3;fever;disease;D005334;['C0015967']
93401;PUPPPs.;1;PUPPPs;gene;Unknown;[]
93402;Common pregnancy rash.;1;pregnancy rash;disease;D005076;['C0015230']
93409;Photophobia.;1;Photophobia;disease;D020795;['C0085636']
93410;Pseudomonas smell yeasty, staph smells musty, and some liver disease smell of ammonia.;1;liver disease;disease;D008107;['C0023895', 'C0086565']
93410;Pseudomonas smell yeasty, staph smells musty, and some liver disease smell of ammonia.;2;ammonia;drug;Unknown;[]
93418;Where's the acyclovir?;1;acyclovir;drug;D000212;['C0001367', 'C0700911', 'C0282040', 'C1449461', 'C1449467', 'C1449468', 'C1449477', 'C1449482', 'C1449466', 'C1449483', 'C1449453', 'C1449464', 'C1449486', 'C1138435', 'C1449465', 'C1449478', 'C1449484', 'C1449470', 'C1449463', 'C0592290', 'C1449447', 'C1449452', 'C1449485', 'C1449457', 'C1449460', 'C0699254', 'C1456821', 'C1449451', 'C1449481', 'C1449469', 'C1449471', 'C1449472', 'C1449456', 'C1449450', 'C0594013', 'C1449476', 'C1449473', 'C1449449', 'C1449446', 'C1449448', 'C1449462']
93423;But if she has an AVM leading to a cerebral hemorrhage, we could've missed it.;1;AVM;disease;D001165;['C0003857']
93423;But if she has an AVM leading to a cerebral hemorrhage, we could've missed it.;2;cerebral hemorrhage;disease;D002543;['C2937358']
93429;Three caps of Augmentin.;1;Augmentin;gene;Unknown;[]
93435;If it's cloudy he gets the Augmentin.;1;Augmentin;gene;Unknown;[]
93442;Fever, rash, nausea, and in the late stages tremor in the left hand.;1;Fever;disease;D005334;['C0015967']
93442;Fever, rash, nausea, and in the late stages tremor in the left hand.;2;rash;disease;D005076;['C0015230']
93442;Fever, rash, nausea, and in the late stages tremor in the left hand.;3;nausea;disease;D009325;['C0027497']
93442;Fever, rash, nausea, and in the late stages tremor in the left hand.;4;tremor in the left hand;disease;D014202;['C0040822', 'C0234376', 'C0234374', 'C0234371', 'C0234381', 'C0234373', 'C0234372', 'C1527384', 'C0235081', 'C0234375', 'C0235082', 'C0235843', 'C0235083', 'C0234377', 'C0235078', 'C0234370', 'C0751564', 'C0234379', 'C0040827', 'C0751565', 'C0149840', 'C0234378']
93447;The good news is it's not meningitis.;1;meningitis;disease;D008581;['C0025289', 'C0030167']
93449;It's conversion disorder, more commonly known as mass hysteria.;1;conversion disorder;disease;D003291;['C0004090', 'C0009946', 'C0017650']
93449;It's conversion disorder, more commonly known as mass hysteria.;2;mass hysteria;disease;D007046;['C0020701', 'C0086441']
93459;Could be symptomatic of head trauma, cerebral infarction, or intracranial hemorrhage.;1;head trauma;disease;D006259;['C0018674', 'C0347536', 'C0518454', 'C0451948', 'C0451981', 'C0555305', 'C0751181', 'C0751182', 'C0751183', 'C0751184']
93459;Could be symptomatic of head trauma, cerebral infarction, or intracranial hemorrhage.;2;cerebral infarction;disease;D002544;['C0007785', 'C0751010', 'C0751011', 'C0751012', 'C0751014', 'C0887799']
93459;Could be symptomatic of head trauma, cerebral infarction, or intracranial hemorrhage.;3;intracranial hemorrhage;disease;D020300;['C0151699', 'C0553692', 'C0751893']
93462;So I think we can rule out head trauma.;1;head trauma;disease;D006259;['C0018674', 'C0347536', 'C0518454', 'C0451948', 'C0451981', 'C0555305', 'C0751181', 'C0751182', 'C0751183', 'C0751184']
93466;No, by cocaine.;1;cocaine;drug;Unknown;[]
93470;No more sex in patient's homes, no more sex with cats watching.;1;cats;species;Unknown;[]
93487;Your mind convinced your body to get a rash, photophobia, vomit.;1;rash;disease;D005076;['C0015230']
93487;Your mind convinced your body to get a rash, photophobia, vomit.;2;photophobia;disease;D020795;['C0085636']
93490;This is Dr. Wilson.;1;Wilson;disease;D006527;['C0019202', 'C1527352']
93520;I'll tell you what, takes a woman to know a woman, takes a lady to find a Queen.;1;lady;species;Unknown;[]
93559;It's part of a T. I.A.... a Transient Ischemic Attack.;1;Ischemic Attack;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
93561;Is that like a stroke or something?;1;stroke;disease;D020521;['C0038454', 'C0751956']
93577;Before that, I walked dogs.;1;dogs;species;Unknown;[]
93588;It's probably a vaso-spasm caused by drugs.;1;vaso-spasm;disease;Unknown;[]
93597;No fever, white blood count is normal.;1;fever;disease;D005334;['C0015967']
93607;her baby died of SIDS.;1;SIDS;disease;D013398;['C0038644']
93626;My hotel doesn't allow dogs.;1;dogs;species;Unknown;[]
93684;Arsenic, rat poison.;1;Arsenic;drug;Unknown;[]
93684;Arsenic, rat poison.;2;rat;species;Unknown;[]
93689;I'll test her blood for arsenic and rat poison.;1;arsenic;drug;Unknown;[]
93689;I'll test her blood for arsenic and rat poison.;2;rat;species;Unknown;[]
93712;Is that Eric?;1;Eric;gene;Unknown;[]
93734;You might want to let him know he's got arsenic poisoning.;1;arsenic poisoning;disease;D020261;['C0311375', 'C0274861', 'C0751851', 'C0274862', 'C0751852']
93734;You might want to let him know he's got arsenic poisoning.;2;arsenic;drug;Unknown;[]
93739;Are you sure it isn't from the arsenic?;1;arsenic;drug;Unknown;[]
93772;Treatment's always steroids.;1;steroids;drug;D013256;['C0038317', 'C0007401']
93776;It's gotta be Giant Cell arteritis.;1;Giant Cell arteritis;disease;D013700;['C0039483', 'C1956390', 'C1956391', 'C0751545', 'C0751547']
93777;I'll start her on steroids.;1;steroids;drug;D013256;['C0038317', 'C0007401']
93779;Gotta be lupus vasculitis.;1;lupus vasculitis;disease;Unknown;[]
93782;Start her on steroids.;1;steroids;drug;D013256;['C0038317', 'C0007401']
93806;N- not that this is a date, obviously.;1;N;drug;Unknown;[]
93834;Hey, do you think that you could talk to him about taking the dog?;1;dog;species;Unknown;[]
93859;Go back to school and get your GED.;1;GED;disease;Unknown;[]
93866;We should increase her immunosuppressants, and target more specifically, add methotrexate.;1;methotrexate;drug;Unknown;[]
93868;This is not an autoimmune disease.;1;autoimmune disease;disease;D001327;['C0004364']
93873;Lymphomatoid granulomatosis.;1;Lymphomatoid granulomatosis;disease;D008230;['C0024307']
93875;Explains why the steroids aren't working.;1;steroids;drug;D013256;['C0038317', 'C0007401']
93886;Suppose it's an autoimmune disease.;1;autoimmune disease;disease;D001327;['C0004364']
93888;It suppresses the immune system, which is what we're trying to do with the steroids anyway.;1;steroids;drug;D013256;['C0038317', 'C0007401']
93895;Fatigue, hair loss, possibility of damage to the lungs, infertility.;1;Fatigue;disease;D005221;['C0015672', 'C0086525']
93895;Fatigue, hair loss, possibility of damage to the lungs, infertility.;2;hair loss;disease;Unknown;[]
93895;Fatigue, hair loss, possibility of damage to the lungs, infertility.;3;infertility;disease;D007246;['C0021359', 'C4074771', 'C0729353']
93901;There's a small possibility of leukemia sometime in the future.;1;leukemia;disease;D007938;['C0023418']
93905;You might also get cataracts.;1;cataracts;disease;D002386;['C0086543', 'C1510497', 'C0524524']
93918;Bonnie called last night to talk about the dog.;1;dog;species;Unknown;[]
93929;You have to have sex with Cuddy.;1;Cuddy;disease;Unknown;[]
93948;Pain is the issue.;1;Pain;disease;D010146;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408']
93950;That's not cancer.;1;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
93956;But she had no fever, LP was clear.;1;fever;disease;D005334;['C0015967']
93970;Do you want to know why I named that dog Hector?;1;dog;species;Unknown;[]
93972;Because even when he was a puppy, he was the worst-tempered dog we'd ever seen.;1;dog;species;Unknown;[]
94031;How bad is this cancer?;1;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
94044;People have heart transplants all the time.;1;heart;disease;D006331;['C0018799']
94051;Steroids wouldn't have helped her.;1;Steroids;drug;D013256;['C0038317', 'C0007401']
94134;She died from a simple staph infection?;1;staph infection;disease;D007239;['C3714514']
94156;Got a dog waiting at home.;1;dog;species;Unknown;[]
94163;My little boy's name is Eric.;1;Eric;gene;Unknown;[]
94166;a Transient Ischemic Attack.;1;Ischemic Attack;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
94174;It's part of a TIA... a Transient Ischemic Attack.;1;TIA;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
94174;It's part of a TIA... a Transient Ischemic Attack.;2;Ischemic Attack;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
94175;Maybe there's come kind of ADD here.;1;ADD;disease;Unknown;[]
94184;Clean tox-screen means drugs didn't cause the TIA.;1;TIA;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
94254;It's part of a TIA.;1;TIA;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
94255;A transient ischemic attack.;1;ischemic attack;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
94256;Is it like a stroke or something?;1;stroke;disease;D020521;['C0038454', 'C0751956']
94260;What caused the TIA?;1;TIA;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
94263;It's probably a vasospasm caused by drugs.;1;vasospasm;disease;Unknown;[]
94264;Maybe there's some kind of ADD here.;1;ADD;disease;Unknown;[]
94269;Her baby died of SIDS.;1;SIDS;disease;D013398;['C0038644']
94297;Clean tox screen means drugs didn't cause the TIA.;1;TIA;disease;D002546;['C0007787', 'C0917805', 'C0751022', 'C0472381', 'C0751020', 'C0751021', 'C0751019', 'C1527335']
94332;Gotta be giant cell arteritis.;1;giant cell arteritis;disease;D013700;['C0039483', 'C1956390', 'C1956391', 'C0751545', 'C0751547']
94369;This isn't an autoimmune disease.;1;autoimmune disease;disease;D001327;['C0004364']
94371;Explains why the steroids aren't working, poor fingernail growth.;1;steroids;drug;D013256;['C0038317', 'C0007401']
94379;There's a small possibility of leukemia at some time in the future.;1;leukemia;disease;D007938;['C0023418']
94395;But she had no fever.;1;fever;disease;D005334;['C0015967']
94401;Do you wanna know why I named that dog Hector?;1;dog;species;Unknown;[]
94476;Trauma from karate?;1;Trauma;disease;D014947;['C0043250', 'C3263723', 'C0043251', 'C4046002']
94476;Trauma from karate?;2;karate;drug;Unknown;[]
94484;Ooh...;1;Ooh;gene;Unknown;[]
94529;You predicted cardiac arrest-- instant cardiac arrest.;1;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
94529;You predicted cardiac arrest-- instant cardiac arrest.;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
94530;Liver failure, cardiac arrest--;1;Liver failure;disease;D017093;['C0085605']
94530;Liver failure, cardiac arrest--;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
94533;It's, um, a very rare protein deficiency--;1;protein deficiency;disease;D011488;['C0033626']
94554;So then the blood came from her stomach, which would mean it's an ulcer or a gi bleed.;1;ulcer;disease;D014456;['C0041582']
94556;which means no ulcer or gi bleed.;1;ulcer;disease;D014456;['C0041582']
94568;She has no neurological issues-- she had a shiver.;1;neurological issues;disease;Unknown;[]
94571;He wants to breed llamas.;1;llamas;disease;Unknown;[]
94574;Maybe a heart problem.;1;heart problem;disease;Unknown;[]
94578;cerebral tumor, epilepsy.;1;cerebral tumor;disease;Unknown;[]
94578;cerebral tumor, epilepsy.;2;epilepsy;disease;D004827;['C0086237', 'C0014544', 'C0236018', 'C0751111']
94582;she couldn't breathe because she had a pleural effusion.;1;pleural effusion;disease;D010996;['C0032227']
94587;It could be lung cancer,breast cancer, lymphoma.;1;lung cancer;disease;D008175;['C0024121', 'C0242379']
94587;It could be lung cancer,breast cancer, lymphoma.;2;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
94587;It could be lung cancer,breast cancer, lymphoma.;3;lymphoma;disease;D008223;['C0024299']
94596;At first I was a little concerned about the lack of protein, but honey showed me you can get it from lots-- well, whatever floats your poop.;1;poop;gene;Unknown;[]
94607;Complement factor h deficiency.;1;Complement factor h deficiency;disease;C562875;['C0398777']
94607;Complement factor h deficiency.;2;Complement factor h;gene;Unknown;[]
94609;there's no diagnostic test for complement factor h deficiency.;1;complement factor h deficiency;disease;C562875;['C0398777']
94609;there's no diagnostic test for complement factor h deficiency.;2;complement factor h;gene;Unknown;[]
94625;There's no complement factor h deficiency.;1;complement factor h deficiency;disease;C562875;['C0398777']
94625;There's no complement factor h deficiency.;2;complement factor h;gene;Unknown;[]
94641;Or she's got complement factor h deficiency.;1;complement factor h deficiency;disease;C562875;['C0398777']
94641;Or she's got complement factor h deficiency.;2;complement factor h;gene;Unknown;[]
94677;I-I could've- you could've given me a heart attack.;1;heart attack;disease;D009203;['C0027051']
94678;A heart attack is not gonna kill you.;1;heart attack;disease;D009203;['C0027051']
94684;That means it's a symptom of cerebral tumor.;1;cerebral tumor;disease;Unknown;[]
94696;hemolytic uremic syndrome shut down Addie's kidneys.;1;hemolytic uremic syndrome;disease;D006463;['C0019061']
94697;Hus is usually caused by an infection or a protein deficiency.;1;Hus;gene;Unknown;[]
94697;Hus is usually caused by an infection or a protein deficiency.;2;protein deficiency;disease;D011488;['C0033626']
94700;You predicted cardiac arrest- instant cardiac arrest.;1;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
94700;You predicted cardiac arrest- instant cardiac arrest.;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
94703;Liver failure,cardiac arrest- on the bright side,it confirms my diagnosis.;1;Liver failure;disease;D017093;['C0085605']
94703;Liver failure,cardiac arrest- on the bright side,it confirms my diagnosis.;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
94707;Her heart went into v-fib.;1;v-fib;gene;Unknown;[]
94722;It's,um,a very rare protein deficiency;1;protein deficiency;disease;D011488;['C0033626']
94743;Now,most normal suicidal morons would've just drank the stuff.;1;morons;drug;Unknown;[]
94745;But being a college-educated,suicidal moron, you wrapped it in gel caps or gum which left no trace.;1;moron;drug;Unknown;[]
94802;Shhh.;1;Shhh;gene;Unknown;[]
94806;Matte.;1;Matte;gene;Unknown;[]
94808;Hajime!;1;Hajime;drug;Unknown;[]
94819;No fever, no elevated white count, which rules out infection.;1;fever;disease;D005334;['C0015967']
94821;So then the blood came from her stomach, which would mean it's an ulcer or a GI bleed.;1;ulcer;disease;D014456;['C0041582']
94821;So then the blood came from her stomach, which would mean it's an ulcer or a GI bleed.;2;GI bleed;disease;D006471;['C0017181', 'C0018932']
94833;The patient could have a heart problem.;1;heart problem;disease;Unknown;[]
94850;She has no neurological issues she had a shiver.;1;neurological issues;disease;Unknown;[]
94866;She has diarrhea.;1;diarrhea;disease;C565627;['C1857276']
94870;Cerebral tumor, epilepsy.;1;Cerebral tumor;disease;Unknown;[]
94870;Cerebral tumor, epilepsy.;2;epilepsy;disease;D004827;['C0086237', 'C0014544', 'C0236018', 'C0751111']
94871;Could also be a medication reaction to antidepressants, or some meds for end-stage liver failure.;1;end-stage liver failure;disease;D017093;['C0085605']
94877;Thoracentesis revealed low protein count.;1;Thoracentesis;disease;Unknown;[]
94878;Effusion was transudative, which means she has cirrhosis of the liver, or she's in heart failure.;1;cirrhosis of the liver;disease;D005355;['C0016059', 'C1623038']
94878;Effusion was transudative, which means she has cirrhosis of the liver, or she's in heart failure.;2;heart failure;disease;Unknown;[]
94883;It could be lung cancer, breast cancer, lymphoma.;1;lung cancer;disease;D008175;['C0024121', 'C0242379']
94883;It could be lung cancer, breast cancer, lymphoma.;2;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
94883;It could be lung cancer, breast cancer, lymphoma.;3;lymphoma;disease;D008223;['C0024299']
94897;Three ten-milligram pills of your finest amphetamines.;1;amphetamines;drug;D000662;['C0002667']
94902;Complement factor H deficiency.;1;Complement factor H deficiency;disease;C562875;['C0398777']
94902;Complement factor H deficiency.;2;Complement factor H;gene;Unknown;[]
94902;Complement factor H deficiency.;3;H;drug;Unknown;[]
94904;There's no diagnostic test for complement factor H deficiency.;1;complement factor H deficiency;disease;C562875;['C0398777']
94904;There's no diagnostic test for complement factor H deficiency.;2;complement factor H;gene;Unknown;[]
94930;There's no complement factor H deficiency.;1;complement factor H deficiency;disease;C562875;['C0398777']
94930;There's no complement factor H deficiency.;2;complement factor H;gene;Unknown;[]
94931;The most likely cause of altering blood flow in the brain is a clot or a tumor.;1;tumor;disease;Unknown;[]
94935;As long as you're scanning, you mind having a boo for an abscess, or something caused by an infection?;1;abscess;disease;D000038;['C0000833']
94950;Or she's got complement factor H deficiency.;1;complement factor H deficiency;disease;C562875;['C0398777']
94950;Or she's got complement factor H deficiency.;2;complement factor H;gene;Unknown;[]
94954;You can't explain a transudative pleural effusion with Giant Cell Arteritis.;1;pleural effusion;disease;D010996;['C0032227']
94954;You can't explain a transudative pleural effusion with Giant Cell Arteritis.;2;Giant Cell Arteritis;disease;D013700;['C0039483', 'C1956390', 'C1956391', 'C0751545', 'C0751547']
94957;But we have to give her steroids now, before her heart ruptures.;1;steroids;drug;D013256;['C0038317', 'C0007401']
94957;But we have to give her steroids now, before her heart ruptures.;2;heart ruptures;disease;D006341;['C0018813', 'C1959586', 'C1959587']
94958;If you're wrong and you give her steroids, she dies now.;1;steroids;drug;D013256;['C0038317', 'C0007401']
94965;My patient's about to have a heart attack.;1;heart attack;disease;D009203;['C0027051']
94972;This is gonna be the best heart attack of all time.;1;heart attack;disease;D009203;['C0027051']
94989;Dr Stein said they're probably calcium deposits.;1;calcium;drug;Unknown;[]
95005;Amphetamines aren't gonna kill you.;1;Amphetamines;drug;D000662;['C0002667']
95007;You could've given me a heart attack.;1;heart attack;disease;D009203;['C0027051']
95023;You'd rather OD on Vicodin or stick electrodes in your head because you could say you did it to get high.;1;Vicodin;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
95029;HUS is usually caused by an infection or a protein deficiency.;1;HUS;disease;D006463;['C0019061']
95029;HUS is usually caused by an infection or a protein deficiency.;2;protein deficiency;disease;D011488;['C0033626']
95032;You predicted cardiac arrest instant cardiac arrest.;1;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
95032;You predicted cardiac arrest instant cardiac arrest.;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
95035;The steroid treatment we gave her means when the next infection hits, it'll hit hard.;1;steroid;drug;D013256;['C0038317', 'C0007401']
95036;Liver failure, cardiac arrest;1;Liver failure;disease;D017093;['C0085605']
95036;Liver failure, cardiac arrest;2;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
95043;But we're gonna wait for her to stroke or have a heart attack to confirm before we tell her.;1;stroke;disease;D020521;['C0038454', 'C0751956']
95043;But we're gonna wait for her to stroke or have a heart attack to confirm before we tell her.;2;heart attack;disease;D009203;['C0027051']
95055;It's, um, a very rare protein deficiency;1;protein deficiency;disease;D011488;['C0033626']
95064;Amphetamine withdrawal's a bitch.;1;Amphetamine;drug;Unknown;[]
95065;I don't get hazy on Vicodin or anything else I throw down.;1;Vicodin;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
95087;Now, most normal suicidal morons would've just drank the stuff.;1;morons;drug;Unknown;[]
95089;But being a college-educated, suicidal moron, you wrapped it in gel caps or gum which left no trace.;1;moron;drug;Unknown;[]
95121;ER also did an upper and lower GI.;1;ER;gene;Unknown;[]
95129;If you're wrong, and you give her steroids she dies, now.;1;steroids;drug;D013256;['C0038317', 'C0007401']
95161;No fever and no elevated white count.;1;fever;disease;D005334;['C0015967']
95167;Which would mean it's an ulcer or a GI bleed.;1;ulcer;disease;D014456;['C0041582']
95167;Which would mean it's an ulcer or a GI bleed.;2;GI bleed;disease;D006471;['C0017181', 'C0018932']
95168;ER also ran an upper and lower GI.;1;ER;gene;Unknown;[]
95170;Which means no ulcer or GI bleed.;1;ulcer;disease;D014456;['C0041582']
95170;Which means no ulcer or GI bleed.;2;GI bleed;disease;D006471;['C0017181', 'C0018932']
95188;Patient could have a heart problem.;1;heart problem;disease;Unknown;[]
95215;It's not a heart problem.;1;heart problem;disease;Unknown;[]
95225;She has no neurological issues.;1;neurological issues;disease;Unknown;[]
95228;We've ruled out infection because no fever, no white count.;1;fever;disease;D005334;['C0015967']
95231;All that cool stuff for bacterial, fungal, and atypical infections.;1;bacterial, fungal, and atypical infections;disease;D009165;['C0026919', 'C3266863', 'C1608955']
95234;No one writes tamoxifen like you.;1;tamoxifen;drug;Unknown;[]
95247;Vasovagal issue, maybe a heart problem.;1;heart problem;disease;Unknown;[]
95267;Cerebral tumor, epilepsy...;1;Cerebral tumor;disease;Unknown;[]
95267;Cerebral tumor, epilepsy...;2;epilepsy;disease;D004827;['C0086237', 'C0014544', 'C0236018', 'C0751111']
95268;Could also be a medication reaction to antidepressants or some meds for end-stage liver failure.;1;end-stage liver failure;disease;D017093;['C0085605']
95284;She couldn't breathe because she had a pleural effusion.;1;pleural effusion;disease;D010996;['C0032227']
95285;Thoracentesis revealed low protein count, effusion was transudative, which means she has cirrhosis of the liver, or she's in heart failure.;1;Thoracentesis;disease;Unknown;[]
95285;Thoracentesis revealed low protein count, effusion was transudative, which means she has cirrhosis of the liver, or she's in heart failure.;2;cirrhosis of the liver;disease;D005355;['C0016059', 'C1623038']
95285;Thoracentesis revealed low protein count, effusion was transudative, which means she has cirrhosis of the liver, or she's in heart failure.;3;heart failure;disease;Unknown;[]
95294;Could be lung cancer, breast cancer, lymphoma...;1;lung cancer;disease;D008175;['C0024121', 'C0242379']
95294;Could be lung cancer, breast cancer, lymphoma...;2;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
95294;Could be lung cancer, breast cancer, lymphoma...;3;lymphoma;disease;D008223;['C0024299']
95316;Three 10-milligram pills of your finest amphetamines.;1;amphetamines;drug;D000662;['C0002667']
95332;Complement factor-H deficiency.;1;Complement factor-H deficiency;disease;C562875;['C0398777']
95332;Complement factor-H deficiency.;2;Complement factor-H;gene;Unknown;[]
95332;Complement factor-H deficiency.;3;H;drug;Unknown;[]
95338;There's no diagnostic test for complement factor-H deficiency.;1;complement factor-H deficiency;disease;C562875;['C0398777']
95338;There's no diagnostic test for complement factor-H deficiency.;2;complement factor-H;gene;Unknown;[]
95375;And then I have to deal with the horsemen and the rain of fire and the end of days.;1;horsemen;species;Unknown;[]
95399;There's no complement factor-H deficiency.;1;complement factor-H deficiency;disease;C562875;['C0398777']
